theta1,theta2,omega1,omega2,t
0.406463,0.965907,-3.714242,-6.867948,0.356250
0.383700,0.922071,-3.568607,-7.159613,0.362500
0.361873,0.876412,-3.414628,-7.451063,0.368750
0.341032,0.828935,-3.253518,-7.741198,0.375000
0.321216,0.779653,-3.086895,-8.028581,0.381250
0.302453,0.728588,-2.916864,-8.311319,0.387500
0.284756,0.675776,-2.746106,-8.586942,0.393750
0.268121,0.621272,-2.577955,-8.852276,0.400000
0.252518,0.565152,-2.416440,-9.103342,0.406250
0.237892,0.507520,-2.266277,-9.335331,0.412500
0.224155,0.448512,-2.132755,-9.542685,0.418750
0.211186,0.388300,-2.021484,-9.719353,0.425000
0.198829,0.327097,-1.937999,-9.859235,0.431250
0.186893,0.265148,-1.887220,-9.956808,0.437500
0.175162,0.202734,-1.872876,-10.007820,0.443750
0.163402,0.140153,-1.896988,-10.009902,0.450000
0.151369,0.077712,-1.959582,-9.962924,0.456250
0.138831,0.015714,-2.058691,-9.868985,0.462500
0.125567,-0.045560,-2.190657,-9.732035,0.468750
0.111389,-0.105857,-2.350645,-9.557254,0.475000
0.096137,-0.164959,-2.533218,-9.350366,0.481250
0.079688,-0.222682,-2.732851,-9.117033,0.487500
0.061952,-0.278878,-2.944332,-8.862430,0.493750
0.042869,-0.333427,-3.162990,-8.591010,0.500000
0.022408,-0.386238,-3.384812,-8.306431,0.506250
0.000559,-0.437236,-3.606450,-8.011602,0.512500
-0.022667,-0.486366,-3.825184,-7.708780,0.518750
-0.047245,-0.533583,-4.038849,-7.399701,0.525000
-0.073138,-0.578852,-4.245753,-7.085707,0.531250
-0.100300,-0.622146,-4.444602,-6.767862,0.537500
-0.128677,-0.663444,-4.634430,-6.447048,0.543750
-0.158210,-0.702730,-4.814539,-6.124036,0.550000
-0.188837,-0.739992,-4.984450,-5.799554,0.556250
-0.220494,-0.775223,-5.143857,-5.474321,0.562500
-0.253113,-0.808421,-5.292591,-5.149085,0.568750
-0.286629,-0.839588,-5.430588,-4.824642,0.575000
-0.320973,-0.868732,-5.557857,-4.501852,0.581250
-0.356080,-0.895867,-5.674456,-4.181653,0.587500
-0.391882,-0.921010,-5.780460,-3.865065,0.593750
-0.428314,-0.944190,-5.875942,-3.553203,0.600000
-0.465309,-0.965438,-5.960944,-3.247274,0.606250
-0.502804,-0.984796,-6.035458,-2.948588,0.612500
-0.540731,-1.002313,-6.099404,-2.658556,0.618750
-0.579024,-1.018049,-6.152614,-2.378693,0.625000
-0.617615,-1.032071,-6.194820,-2.110602,0.631250
-0.656435,-1.044459,-6.225652,-1.855969,0.637500
-0.695411,-1.055303,-6.244641,-1.616530,0.643750
-0.734467,-1.064701,-6.251238,-1.394030,0.650000
-0.773525,-1.072767,-6.244841,-1.190171,0.656250
-0.812500,-1.079621,-6.224843,-1.006531,0.662500
-0.851306,-1.085394,-6.190688,-0.844482,0.668750
-0.889853,-1.090224,-6.141932,-0.705087,0.675000
-0.928049,-1.094256,-6.078312,-0.589015,0.681250
-0.965801,-1.097636,-5.999806,-0.496455,0.687500
-1.003016,-1.100510,-5.906674,-0.427063,0.693750
-1.039605,-1.103020,-5.799475,-0.379953,0.700000
-1.075482,-1.105303,-5.679065,-0.353724,0.706250
-1.110568,-1.107482,-5.546553,-0.346525,0.712500
-1.144791,-1.109669,-5.403251,-0.356167,0.718750
-1.178089,-1.111964,-5.250597,-0.380236,0.725000
-1.210407,-1.114447,-5.090082,-0.416226,0.731250
-1.241702,-1.117186,-4.923183,-0.461649,0.737500
-1.271937,-1.120232,-4.751303,-0.514134,0.743750
-1.301085,-1.123623,-4.575732,-0.571498,0.750000
-1.329128,-1.127382,-4.397616,-0.631793,0.756250
-1.356052,-1.131523,-4.217950,-0.693326,0.762500
-1.381851,-1.136048,-4.037573,-0.754669,0.768750
-1.406522,-1.140954,-3.857178,-0.814643,0.775000
-1.430067,-1.146227,-3.677324,-0.872306,0.781250
-1.452491,-1.151851,-3.498447,-0.926925,0.787500
-1.473800,-1.157806,-3.320882,-0.977952,0.793750
-1.494005,-1.164067,-3.144877,-1.025001,0.800000
-1.513115,-1.170609,-2.970602,-1.067820,0.806250
-1.531141,-1.177406,-2.798169,-1.106274,0.812500
-1.548096,-1.184429,-2.627639,-1.140318,0.818750
-1.563991,-1.191651,-2.459031,-1.169991,0.825000
-1.578838,-1.199045,-2.292333,-1.195390,0.831250
-1.592649,-1.206584,-2.127502,-1.216666,0.837500
-1.605435,-1.214245,-1.964478,-1.234012,0.843750
-1.617208,-1.222002,-1.803180,-1.247652,0.850000
-1.627978,-1.229833,-1.643512,-1.257838,0.856250
-1.637755,-1.237718,-1.485368,-1.264840,0.862500
-1.646548,-1.245638,-1.328632,-1.268944,0.868750
-1.654366,-1.253575,-1.173179,-1.270448,0.875000
-1.661216,-1.261513,-1.018878,-1.269658,0.881250
-1.667104,-1.269441,-0.865591,-1.266886,0.887500
-1.672037,-1.277346,-0.713177,-1.262446,0.893750
-1.676020,-1.285219,-0.561490,-1.256653,0.900000
-1.679057,-1.293052,-0.410385,-1.249822,0.906250
-1.681151,-1.300840,-0.259710,-1.242264,0.912500
-1.682304,-1.308580,-0.109316,-1.234287,0.918750
-1.682518,-1.316269,0.040947,-1.226192,0.925000
-1.681792,-1.323907,0.191227,-1.218269,0.931250
-1.680127,-1.331498,0.341669,-1.210800,0.937500
-1.677521,-1.339044,0.492413,-1.204051,0.943750
-1.673971,-1.346550,0.643593,-1.198272,0.950000
-1.669475,-1.354025,0.795331,-1.193690,0.956250
-1.664028,-1.361475,0.947741,-1.190507,0.962500
-1.657626,-1.368909,1.100917,-1.188894,0.968750
-1.650265,-1.376339,1.254937,-1.188982,0.975000
-1.641938,-1.383775,1.409851,-1.190858,0.981250
-1.632640,-1.391229,1.565682,-1.194555,0.987500
-1.622365,-1.398711,1.722418,-1.200042,0.993750
-1.611108,-1.406233,1.880004,-1.207215,1.000000
-1.598863,-1.413804,2.038335,-1.215883,1.006250
-1.585627,-1.421434,2.197252,-1.225759,1.012500
-1.571397,-1.429128,2.356533,-1.236450,1.018750
-1.556170,-1.436890,2.515887,-1.247443,1.025000
-1.539949,-1.444720,2.674951,-1.258102,1.031250
-1.522735,-1.452614,2.833287,-1.267661,1.037500
-1.504535,-1.460562,2.990381,-1.275227,1.043750
-1.485359,-1.468548,3.145653,-1.279785,1.050000
-1.465220,-1.476551,3.298466,-1.280219,1.056250
-1.444135,-1.484540,3.448138,-1.275330,1.062500
-1.422126,-1.492479,3.593969,-1.263869,1.068750
-1.399220,-1.500322,3.735259,-1.244580,1.075000
-1.375446,-1.508017,3.871342,-1.216238,1.081250
-1.350840,-1.515504,4.001611,-1.177697,1.087500
-1.325439,-1.522715,4.125540,-1.127931,1.093750
-1.299285,-1.529578,4.242709,-1.066069,1.100000
-1.272420,-1.536014,4.352813,-0.991422,1.106250
-1.244890,-1.541943,4.455668,-0.903495,1.112500
-1.216739,-1.547279,4.551204,-0.801988,1.118750
-1.188015,-1.551939,4.639453,-0.686787,1.125000
-1.158761,-1.555836,4.720531,-0.557944,1.131250
-1.129023,-1.558885,4.794613,-0.415653,1.137500
-1.098843,-1.561004,4.861913,-0.260221,1.143750
-1.068263,-1.562111,4.922653,-0.092040,1.150000
-1.037323,-1.562129,4.977047,0.088437,1.156250
-1.006062,-1.560981,5.025279,0.280718,1.162500
-0.974519,-1.558596,5.067488,0.484291,1.168750
-0.942731,-1.554905,5.103757,0.698634,1.175000
-0.910735,-1.549842,5.134107,0.923223,1.181250
-0.878567,-1.543345,5.158488,1.157539,1.187500
-0.846266,-1.535354,5.176778,1.401066,1.193750
-0.813871,-1.525813,5.188785,1.653293,1.200000
-0.781420,-1.514671,5.194249,1.913713,1.206250
-0.748957,-1.501876,5.192844,2.181819,1.212500
-0.716525,-1.487383,5.184181,2.457103,1.218750
-0.684171,-1.471148,5.167820,2.739054,1.225000
-0.651944,-1.453132,5.143271,3.027161,1.231250
-0.619898,-1.433297,5.110004,3.320909,1.237500
-0.588088,-1.411610,5.067458,3.619787,1.243750
-0.556575,-1.388040,5.015049,3.923290,1.250000
-0.525422,-1.362560,4.952179,4.230927,1.256250
-0.494696,-1.335146,4.878249,4.542229,1.262500
-0.464468,-1.305775,4.792669,4.856757,1.268750
-0.434813,-1.274430,4.694864,5.174118,1.275000
-0.405809,-1.241094,4.584295,5.493972,1.281250
-0.377537,-1.205751,4.460463,5.816046,1.287500
-0.350082,-1.168389,4.322926,6.140148,1.293750
-0.323530,-1.128995,4.171313,6.466170,1.300000
-0.297970,-1.087558,4.005340,6.794097,1.306250
-0.273493,-1.044065,3.824836,7.124002,1.312500
-0.250190,-0.998503,3.629762,7.456034,1.318750
-0.228151,-0.950860,3.420257,7.790390,1.325000
-0.207466,-0.901118,3.196685,8.127263,1.331250
-0.188221,-0.849263,2.959713,8.466753,1.337500
-0.170496,-0.795279,2.710416,8.808746,1.343750
-0.154363,-0.739150,2.450419,9.152715,1.350000
-0.139883,-0.680868,2.182106,9.497458,1.356250
-0.127097,-0.620435,1.908869,9.840734,1.362500
-0.116022,-0.557870,1.635430,10.178820,1.368750
-0.106641,-0.493222,1.368166,10.506015,1.375000
-0.098890,-0.426584,1.115367,10.814206,1.381250
-0.092648,-0.358106,0.887275,11.092705,1.387500
-0.087723,-0.288014,0.695649,11.328642,1.393750
-0.083851,-0.216615,0.552687,11.508223,1.400000
-0.080691,-0.144305,0.469254,11.618876,1.406250
-0.077845,-0.071542,0.452774,11.651881,1.412500
-0.074886,0.001176,0.505533,11.604521,1.418750
-0.071388,0.073355,0.624111,11.480787,1.425000
-0.066964,0.144546,0.800247,11.290283,1.431250
-0.061289,0.214371,1.022692,11.045868,1.437500
-0.054110,0.282535,1.279291,10.761082,1.443750
-0.045250,0.348826,1.558603,10.448172,1.450000
-0.034600,0.413100,1.850832,10.117064,1.456250
-0.022104,0.475267,2.148124,9.775117,1.462500
-0.007751,0.535277,2.444476,9.427380,1.468750
0.008440,0.593104,2.735449,9.077050,1.475000
0.026424,0.648739,3.017846,8.725967,1.481250
0.046141,0.702179,3.289412,8.375040,1.487500
0.067516,0.753428,3.548596,8.024590,1.493750
0.090470,0.802487,3.794367,7.674601,1.500000
0.114916,0.849361,4.026080,7.324891,1.506250
0.140766,0.894049,4.243382,6.975238,1.512500
0.167928,0.936551,4.446149,6.625451,1.518750
0.196313,0.976866,4.634435,6.275419,1.525000
0.225829,1.014993,4.808438,5.925133,1.531250
0.256389,1.050930,4.968478,5.574698,1.537500
0.287907,1.084677,5.114971,5.224330,1.543750
0.320299,1.116235,5.248415,4.874351,1.550000
0.353486,1.145608,5.369370,4.525182,1.556250
0.387391,1.172802,5.478442,4.177323,1.562500
0.421943,1.197828,5.576268,3.831352,1.568750
0.457073,1.220700,5.663497,3.487907,1.575000
0.492716,1.241434,5.740773,3.147683,1.581250
0.528813,1.260054,5.808716,2.811426,1.587500
0.565307,1.276587,5.867903,2.479933,1.593750
0.602144,1.291065,5.918850,2.154051,1.600000
0.639276,1.303526,5.961989,1.834690,1.606250
0.676654,1.314014,5.997648,1.522833,1.612500
0.714232,1.322579,6.026029,1.219546,1.618750
0.751964,1.329279,6.047191,0.925997,1.625000
0.789806,1.334177,6.061028,0.643472,1.631250
0.827711,1.337348,6.067258,0.373386,1.637500
0.865630,1.338874,6.065413,0.117285,1.643750
0.903511,1.338847,6.054846,-0.123159,1.650000
0.941296,1.337370,6.034745,-0.346185,1.656250
0.978923,1.334559,6.004176,-0.549990,1.662500
1.016324,1.330539,5.962138,-0.732821,1.668750
1.053424,1.325446,5.907647,-0.893086,1.675000
1.090142,1.319425,5.839837,-1.029495,1.681250
1.126393,1.312629,5.758068,-1.141207,1.687500
1.162088,1.305212,5.662024,-1.227960,1.693750
1.197138,1.297331,5.551797,-1.290175,1.700000
1.231457,1.289134,5.427918,-1.328982,1.706250
1.264961,1.280763,5.291349,-1.346192,1.712500
1.297575,1.272347,5.143421,-1.344188,1.718750
1.329233,1.263995,4.985738,-1.325760,1.725000
1.359880,1.255803,4.820054,-1.293925,1.731250
1.389471,1.247843,4.648162,-1.251738,1.737500
1.417973,1.240171,4.471784,-1.202130,1.743750
1.445362,1.232826,4.292500,-1.147791,1.750000
1.471626,1.225829,4.111692,-1.091092,1.756250
1.496758,1.219188,3.930525,-1.034046,1.762500
1.520759,1.212900,3.749946,-0.978307,1.768750
1.543635,1.206954,3.570694,-0.925186,1.775000
1.565396,1.201328,3.393321,-0.875687,1.781250
1.586056,1.195999,3.218222,-0.830544,1.787500
1.605629,1.190936,3.045656,-0.790264,1.793750
1.624132,1.186109,2.875775,-0.755162,1.800000
1.641582,1.181485,2.708644,-0.725402,1.806250
1.657996,1.177031,2.544258,-0.701025,1.812500
1.673391,1.172712,2.382562,-0.681972,1.818750
1.687784,1.168495,2.223463,-0.668112,1.825000
1.701190,1.164350,2.066835,-0.659253,1.831250
1.713624,1.160245,1.912533,-0.655159,1.837500
1.725101,1.156151,1.760398,-0.655561,1.843750
1.735633,1.152041,1.610260,-0.660166,1.850000
1.745233,1.147891,1.461940,-0.668659,1.856250
1.753911,1.143676,1.315259,-0.680717,1.862500
1.761677,1.139375,1.170033,-0.696005,1.868750
1.768539,1.134970,1.026081,-0.714182,1.875000
1.774505,1.130442,0.883218,-0.734902,1.881250
1.779581,1.125779,0.741263,-0.757817,1.887500
1.783772,1.120966,0.600039,-0.782578,1.893750
1.787083,1.115993,0.459366,-0.808832,1.900000
1.789515,1.110853,0.319072,-0.836227,1.906250
1.791071,1.105539,0.178984,-0.864410,1.912500
1.791752,1.100047,0.038933,-0.893025,1.918750
1.791558,1.094376,-0.101246,-0.921717,1.925000
1.790486,1.088526,-0.241718,-0.950126,1.931250
1.788535,1.082501,-0.382643,-0.977894,1.937500
1.785702,1.076305,-0.524179,-1.004657,1.943750
1.781982,1.069945,-0.666481,-1.030049,1.950000
1.777369,1.063433,-0.809703,-1.053701,1.956250
1.771858,1.056778,-0.953995,-1.075239,1.962500
1.765442,1.049997,-1.099508,-1.094285,1.968750
1.758111,1.043106,-1.246388,-1.110456,1.975000
1.749859,1.036123,-1.394782,-1.123364,1.981250
1.740673,1.029071,-1.544835,-1.132615,1.987500
1.730544,1.021974,-1.696695,-1.137811,1.993750
1.719460,1.014858,-1.850505,-1.138547,2.000000
1.707409,1.007752,-2.006414,-1.134416,2.006250
1.694376,1.000689,-2.164568,-1.125004,2.012500
1.680347,0.993702,-2.325120,-1.109896,2.018750
1.665306,0.986828,-2.488220,-1.088675,2.025000
1.649238,0.980107,-2.654024,-1.060925,2.031250
1.632125,0.973581,-2.822690,-1.026236,2.037500
1.613948,0.967294,-2.994378,-0.984204,2.043750
1.594689,0.961294,-3.169249,-0.934442,2.050000
1.574326,0.955631,-3.347460,-0.876586,2.056250
1.552838,0.950355,-3.529165,-0.810305,2.062500
1.530204,0.945520,-3.714506,-0.735317,2.068750
1.506399,0.941182,-3.903603,-0.651408,2.075000
1.481400,0.937396,-4.096544,-0.558455,2.081250
1.455184,0.934220,-4.293364,-0.456464,2.087500
1.427725,0.931709,-4.494024,-0.345609,2.093750
1.399001,0.929918,-4.698374,-0.226288,2.100000
1.368989,0.928897,-4.906117,-0.099190,2.106250
1.337669,0.928692,-5.116749,0.034617,2.112500
1.305025,0.929340,-5.329501,0.173593,2.118750
1.271048,0.930868,-5.543264,0.315617,2.125000
1.235735,0.933286,-5.756515,0.457875,2.131250
1.199096,0.936584,-5.967251,0.596773,2.137500
1.161155,0.940729,-6.172953,0.727888,2.143750
1.121951,0.945656,-6.370594,0.846002,2.150000
1.081546,0.951265,-6.556735,0.945258,2.156250
1.040024,0.957420,-6.727709,1.019460,2.162500
0.997489,0.963943,-6.879910,1.062537,2.168750
0.954071,0.970625,-7.010151,1.069092,2.175000
0.909913,0.977222,-7.116020,1.034976,2.181250
0.865174,0.983472,-7.196156,0.957732,2.187500
0.820015,0.989103,-7.250377,0.836813,2.193750
0.774597,0.993844,-7.279607,0.673520,2.200000
0.729069,0.997439,-7.285653,0.470694,2.206250
0.683569,0.999653,-7.270881,0.232250,2.212500
0.638221,1.000277,-7.237869,-0.037318,2.218750
0.593129,0.999132,-7.189123,-0.333373,2.225000
0.548385,0.996064,-7.126863,-0.651461,2.231250
0.504067,0.990951,-7.052908,-0.987504,2.237500
0.460245,0.983691,-6.968630,-1.337900,2.243750
0.416979,0.974204,-6.874964,-1.699531,2.250000
0.374326,0.962429,-6.772452,-2.069735,2.256250
0.332341,0.948319,-6.661301,-2.446253,2.262500
0.291078,0.931841,-6.541452,-2.827165,2.268750
0.250592,0.912974,-6.412639,-3.210835,2.275000
0.210940,0.891703,-6.274448,-3.595865,2.281250
0.172182,0.868025,-6.126373,-3.981057,2.287500
0.134382,0.841942,-5.967855,-4.365388,2.293750
0.097606,0.813461,-5.798326,-4.747993,2.300000
0.061927,0.782597,-5.617241,-5.128161,2.306250
0.027416,0.749366,-5.424107,-5.505325,2.312500
-0.005849,0.713788,-5.218512,-5.879066,2.318750
-0.037789,0.675885,-5.000143,-6.249110,2.325000
-0.068323,0.635682,-4.768819,-6.615328,2.331250
-0.097372,0.593201,-4.524508,-6.977714,2.337500
-0.124853,0.548468,-4.267364,-7.336374,2.343750
-0.150688,0.501504,-3.997762,-7.691474,2.350000
-0.174800,0.452332,-3.716354,-8.043180,2.356250
-0.197120,0.400971,-3.424141,-8.391556,2.362500
-0.217583,0.347445,-3.122576,-8.736415,2.368750
-0.236137,0.291775,-2.813704,-9.077119,2.375000
-0.252745,0.233992,-2.500345,-9.412304,2.381250
-0.267390,0.174137,-2.186323,-9.739541,2.387500
-0.280083,0.112272,-1.876709,-10.054941,2.393750
-0.290871,0.048487,-1.578053,-10.352781,2.400000
-0.299848,-0.017085,-1.298481,-10.625255,2.406250
-0.307162,-0.084255,-1.047526,-10.862563,2.412500
-0.313023,-0.152770,-0.835520,-11.053564,2.418750
-0.317708,-0.222305,-0.672448,-11.187134,2.425000
-0.321548,-0.292470,-0.566366,-11.254117,2.431250
-0.324916,-0.362832,-0.521794,-11.249355,2.437500
-0.328199,-0.432938,-0.538671,-11.173039,2.443750
-0.331768,-0.502357,-0.612324,-11.030760,2.450000
-0.335954,-0.570705,-0.734483,-10.832252,2.456250
-0.341029,-0.637667,-0.894895,-10.589375,2.462500
-0.347198,-0.703005,-1.082944,-10.314124,2.468750
-0.354603,-0.766549,-1.288848,-10.017202,2.475000
-0.363328,-0.828193,-1.504311,-9.707300,2.481250
-0.373413,-0.887877,-1.722704,-9.390970,2.487500
-0.384858,-0.945576,-1.938969,-9.072840,2.493750
-0.397637,-1.001290,-2.149376,-8.755989,2.500000
-0.411707,-1.055033,-2.351255,-8.442333,2.506250
-0.427006,-1.106828,-2.542748,-8.132966,2.512500
-0.443467,-1.156705,-2.722604,-7.828433,2.518750
-0.461013,-1.204694,-2.890022,-7.528934,2.525000
-0.479565,-1.250827,-3.044529,-7.234471,2.531250
-0.499042,-1.295135,-3.185896,-6.944946,2.537500
-0.519362,-1.337649,-3.314075,-6.660229,2.543750
-0.540441,-1.378398,-3.429151,-6.380199,2.550000
-0.562199,-1.417411,-3.531313,-6.104770,2.556250
-0.584556,-1.454717,-3.620830,-5.833901,2.562500
-0.607434,-1.490345,-3.698029,-5.567601,2.568750
-0.630756,-1.524322,-3.763283,-5.305928,2.575000
-0.654451,-1.556678,-3.817001,-5.048986,2.581250
-0.678446,-1.587444,-3.859620,-4.796915,2.587500
-0.702674,-1.616650,-3.891591,-4.549886,2.593750
-0.727069,-1.644329,-3.913379,-4.308093,2.600000
-0.751571,-1.670513,-3.925452,-4.071746,2.606250
-0.776118,-1.695237,-3.928278,-3.841061,2.612500
-0.800656,-1.718538,-3.922322,-3.616255,2.618750
-0.825130,-1.740453,-3.908036,-3.397543,2.625000
-0.849490,-1.761021,-3.885863,-3.185126,2.631250
-0.873688,-1.780281,-3.856228,-2.979194,2.637500
-0.897678,-1.798275,-3.819541,-2.779920,2.643750
-0.921418,-1.815044,-3.776189,-2.587455,2.650000
-0.944867,-1.830632,-3.726541,-2.401928,2.656250
-0.967988,-1.845083,-3.670943,-2.223447,2.662500
-0.990742,-1.858440,-3.609721,-2.052092,2.668750
-1.013098,-1.870749,-3.543177,-1.887920,2.675000
-1.035022,-1.882054,-3.471595,-1.730962,2.681250
-1.056483,-1.892401,-3.395236,-1.581225,2.687500
-1.077453,-1.901835,-3.314345,-1.438689,2.693750
-1.097903,-1.910400,-3.229147,-1.303310,2.700000
-1.117808,-1.918141,-3.139853,-1.175022,2.706250
-1.137143,-1.925102,-3.046658,-1.053732,2.712500
-1.155884,-1.931327,-2.949748,-0.939328,2.718750
-1.174008,-1.936858,-2.849294,-0.831673,2.725000
-1.191493,-1.941736,-2.745461,-0.730611,2.731250
-1.208319,-1.946004,-2.638407,-0.635964,2.737500
-1.224467,-1.949699,-2.528283,-0.547538,2.743750
-1.239917,-1.952860,-2.415237,-0.465116,2.750000
-1.254651,-1.955525,-2.299415,-0.388468,2.756250
-1.268654,-1.957728,-2.180960,-0.317347,2.762500
-1.281908,-1.959503,-2.060015,-0.251489,2.768750
-1.294399,-1.960882,-1.936725,-0.190621,2.775000
-1.306113,-1.961895,-1.811234,-0.134453,2.781250
-1.317035,-1.962572,-1.683688,-0.082689,2.787500
-1.327155,-1.962937,-1.554235,-0.035020,2.793750
-1.336460,-1.963017,-1.423026,0.008869,2.800000
-1.344939,-1.962834,-1.290210,0.049298,2.806250
-1.352584,-1.962408,-1.155942,0.086595,2.812500
-1.359386,-1.961757,-1.020377,0.121091,2.818750
-1.365337,-1.960899,-0.883670,0.153118,2.825000
-1.370430,-1.959848,-0.745980,0.183011,2.831250
-1.374660,-1.958615,-0.607466,0.211106,2.837500
-1.378022,-1.957212,-0.468286,0.237740,2.843750
-1.380512,-1.955646,-0.328601,0.263248,2.850000
-1.382128,-1.953923,-0.188572,0.287966,2.856250
-1.382869,-1.952047,-0.048360,0.312229,2.862500
-1.382733,-1.950020,0.091872,0.336369,2.868750
-1.381721,-1.947842,0.231962,0.360719,2.875000
-1.379834,-1.945510,0.371746,0.385611,2.881250
-1.377075,-1.943020,0.511062,0.411376,2.887500
-1.373447,-1.940365,0.649744,0.438342,2.893750
-1.368955,-1.937538,0.787628,0.466837,2.900000
-1.363604,-1.934526,0.924546,0.497190,2.906250
-1.357400,-1.931318,1.060331,0.529725,2.912500
-1.350352,-1.927899,1.194816,0.564767,2.918750
-1.342468,-1.924253,1.327832,0.602636,2.925000
-1.333758,-1.920360,1.459209,0.643652,2.931250
-1.324232,-1.916200,1.588776,0.688127,2.937500
-1.313902,-1.911750,1.716362,0.736372,2.943750
-1.302782,-1.906987,1.841795,0.788690,2.950000
-1.290885,-1.901883,1.964901,0.845375,2.956250
-1.278226,-1.896410,2.085507,0.906716,2.962500
-1.264821,-1.890538,2.203439,0.972989,2.968750
-1.250689,-1.884237,2.318519,1.044458,2.975000
-1.235846,-1.877471,2.430570,1.121375,2.981250
-1.220313,-1.870208,2.539414,1.203977,2.987500
-1.204111,-1.862409,2.644866,1.292485,2.993750
-1.187260,-1.854039,2.746743,1.387102,3.000000
-1.169784,-1.845057,2.844854,1.488012,3.006250
-1.151708,-1.835425,2.939004,1.595379,3.012500
-1.133055,-1.825101,3.028994,1.709347,3.018750
-1.113854,-1.814044,3.114616,1.830036,3.025000
-1.094132,-1.802212,3.195655,1.957544,3.031250
-1.073919,-1.789561,3.271886,2.091948,3.037500
-1.053244,-1.776048,3.343075,2.233296,3.043750
-1.032141,-1.761630,3.408978,2.381616,3.050000
-1.010643,-1.746263,3.469337,2.536912,3.056250
-0.988786,-1.729904,3.523886,2.699160,3.062500
-0.966608,-1.712509,3.572343,2.868316,3.068750
-0.944145,-1.694036,3.614418,3.044312,3.075000
-0.921441,-1.674441,3.649807,3.227058,3.081250
-0.898537,-1.653684,3.678197,3.416444,3.087500
-0.875479,-1.631722,3.699266,3.612338,3.093750
-0.852313,-1.608516,3.712687,3.814595,3.100000
-0.829087,-1.584027,3.718128,4.023052,3.106250
-0.805853,-1.558216,3.715256,4.237534,3.112500
-0.782664,-1.531046,3.703743,4.457857,3.118750
-0.759575,-1.502481,3.683272,4.683828,3.125000
-0.736643,-1.472486,3.653539,4.915251,3.131250
-0.713926,-1.441029,3.614265,5.151925,3.137500
-0.691485,-1.408077,3.565204,5.393644,3.143750
-0.669382,-1.373598,3.506153,5.640202,3.150000
-0.647679,-1.337565,3.436967,5.891383,3.156250
-0.626441,-1.299947,3.357577,6.146954,3.162500
-0.605731,-1.260719,3.268008,6.406657,3.168750
-0.585612,-1.219856,3.168409,6.670182,3.175000
