theta1,theta2,omega1,omega2,t
0.361452,-15.109005,-6.299405,-3.600683,12.775000
0.205351,-15.190383,-6.158679,-2.878528,12.800000
0.054969,-15.251488,-5.845241,-1.985044,12.825000
-0.085752,-15.288660,-5.393883,-0.975753,12.850000
-0.214050,-15.299980,-4.861872,0.069115,12.875000
-0.328701,-15.285557,-4.311976,1.072692,12.900000
-0.429934,-15.247115,-3.795510,1.985225,12.925000
-0.519031,-15.187193,-3.344941,2.791014,12.950000
-0.597868,-15.108364,-2.976459,3.501264,12.975000
-0.668596,-15.012702,-2.696949,4.143019,13.000000
-0.733492,-14.901494,-2.510725,4.751239,13.025000
-0.794963,-14.775089,-2.424475,5.365888,13.050000
-0.855649,-14.632766,-2.450554,6.033064,13.075000
-0.918583,-14.472547,-2.607746,6.807220,13.100000
-0.987266,-14.291051,-2.910533,7.741911,13.125000
-1.064950,-14.084219,-3.303660,8.811279,13.150000
-1.150571,-13.852316,-3.456069,9.640371,13.175000
-1.230781,-13.610241,-2.816113,9.561335,13.200000
-1.285897,-13.380009,-1.537555,8.811484,13.225000
-1.306771,-13.169655,-0.134864,8.036695,13.250000
-1.293135,-12.977099,1.213670,7.383016,13.275000
-1.246704,-12.800222,2.488260,6.762650,13.300000
-1.169381,-12.639680,3.683462,6.057580,13.325000
-1.063306,-12.498893,4.786136,5.168020,13.350000
-0.930914,-12.383410,5.789397,4.024394,13.375000
-0.774509,-12.300124,6.713977,2.587989,13.400000
-0.595337,-12.256623,7.626164,0.838640,13.425000
-0.392368,-12.260922,8.637809,-1.234768,13.450000
-0.162011,-12.320240,9.799683,-3.500114,13.475000
0.094633,-12.429482,10.560368,-4.934739,13.500000
0.353208,-12.545271,9.916754,-3.969774,13.525000
0.585512,-12.618487,8.660344,-1.850630,13.550000
0.787678,-12.639460,7.546773,0.115844,13.575000
0.964173,-12.615725,6.590013,1.724282,13.600000
1.117608,-12.556025,5.686934,2.999230,13.625000
1.248397,-12.468247,4.771014,3.976411,13.650000
1.355830,-12.359365,3.816875,4.694987,13.675000
1.438925,-12.235228,2.825301,5.206586,13.700000
1.496875,-12.100222,1.807252,5.576262,13.725000
1.529137,-11.956980,0.770833,5.878351,13.750000
1.535248,-11.806213,-0.286266,6.191259,13.775000
1.514564,-11.646715,-1.373896,6.586758,13.800000
1.466386,-11.475960,-2.476753,7.084694,13.825000
1.391695,-11.292936,-3.454345,7.514140,13.850000
1.297317,-11.104455,-4.007435,7.455665,13.875000
1.195456,-10.925406,-4.085537,6.794803,13.900000
1.094400,-10.766669,-3.994461,5.891473,13.925000
0.995309,-10.630785,-3.947892,4.985473,13.950000
0.896134,-10.517100,-4.004056,4.112709,13.975000
0.794229,-10.425166,-4.165174,3.237679,14.000000
0.687084,-10.355637,-4.421252,2.312379,14.025000
0.572487,-10.310338,-4.758617,1.292699,14.050000
0.448640,-10.292068,-5.156919,0.145977,14.075000
0.314405,-10.304211,-5.582559,-1.140107,14.100000
0.169718,-10.350094,-5.982482,-2.547064,14.125000
0.016106,-10.432117,-6.282729,-4.018817,14.150000
-0.142857,-10.550833,-6.395678,-5.465525,14.175000
-0.301398,-10.704294,-6.236203,-6.780876,14.200000
-0.451865,-10.887969,-5.742682,-7.869356,14.225000
-0.585569,-11.095395,-4.896462,-8.677256,14.250000
-0.694003,-11.319583,-3.730331,-9.219255,14.275000
-0.769999,-11.554896,-2.314229,-9.589183,14.300000
-0.808205,-11.798960,-0.714948,-9.952117,14.325000
-0.804326,-12.054344,1.059601,-10.540858,14.350000
-0.752875,-12.330672,3.123844,-11.699971,14.375000
-0.643607,-12.648288,5.710640,-13.908770,14.400000
-0.469394,-13.028070,7.811984,-16.024364,14.425000
-0.287994,-13.407905,6.268154,-13.870201,14.450000
-0.158905,-13.721468,4.159062,-11.400606,14.475000
-0.074817,-13.986767,2.652100,-9.962873,14.500000
-0.023249,-14.224718,1.518751,-9.150481,14.525000
0.002828,-14.447208,0.594279,-8.694362,14.550000
0.007569,-14.661225,-0.195883,-8.455700,14.575000
-0.006079,-14.871134,-0.878784,-8.355367,14.600000
-0.035492,-15.079713,-1.455971,-8.342174,14.625000
-0.077896,-15.288661,-1.915242,-8.379752,14.650000
-0.130114,-15.498889,-2.237665,-8.440276,14.675000
-0.188456,-15.710664,-2.401334,-8.499473,14.700000
-0.248669,-15.923645,-2.383678,-8.532463,14.725000
-0.305974,-16.136866,-2.166658,-8.515382,14.750000
-0.355309,-16.348895,-1.747635,-8.437246,14.775000
-0.391850,-16.558351,-1.149036,-8.315292,14.800000
-0.411621,-16.764692,-0.413955,-8.198215,14.825000
-0.411782,-16.968863,0.413714,-8.153851,14.850000
-0.390360,-17.173605,1.311761,-8.256778,14.875000
-0.345490,-17.383626,2.296233,-8.592614,14.900000
-0.274254,-17.606199,3.439673,-9.289275,14.925000
-0.170816,-17.853061,4.913897,-10.595201,14.950000
-0.022973,-18.145146,7.059952,-13.011079,14.975000
0.187220,-18.513213,9.534596,-16.208186,15.000000
0.415826,-18.908445,8.082153,-14.581060,15.025000
0.581965,-19.233932,5.322764,-11.681620,15.050000
0.688567,-19.504421,3.305754,-10.145534,15.075000
0.750480,-19.747974,1.688889,-9.440039,15.100000
0.774306,-19.980182,0.233893,-9.193454,15.125000
0.762782,-20.209719,-1.144721,-9.198068,15.150000
0.717728,-20.440914,-2.442419,-9.303282,15.175000
0.641794,-20.674682,-3.603945,-9.386196,15.200000
0.539221,-20.909325,-4.563959,-9.363931,15.225000
0.415613,-21.141773,-5.283780,-9.211329,15.250000
0.277031,-21.369025,-5.764966,-8.955885,15.275000
0.129105,-21.589156,-6.037610,-8.651158,15.300000
-0.023438,-21.801617,-6.140723,-8.350119,15.325000
-0.176813,-22.007023,-6.109314,-8.091940,15.350000
-0.328007,-22.206770,-5.969974,-7.900156,15.375000
-0.474563,-22.402670,-5.740479,-7.784755,15.400000
-0.614356,-22.596627,-5.429604,-7.743258,15.425000
-0.745357,-22.790318,-5.035882,-7.759436,15.450000
-0.865356,-22.984818,-4.546453,-7.801327,15.475000
-0.971699,-23.180217,-3.939308,-7.822950,15.500000
-1.061156,-23.375386,-3.192970,-7.775847,15.525000
-1.130142,-23.568188,-2.303239,-7.632101,15.550000
-1.175329,-23.756297,-1.296016,-7.407224,15.575000
-1.194378,-23.938379,-0.221169,-7.163227,15.600000
-1.186239,-24.115032,0.872558,-6.988276,15.625000
-1.150781,-24.289131,1.964279,-6.974048,15.650000
-1.087863,-24.465838,3.077626,-7.213664,15.675000
-0.996059,-24.652922,4.295588,-7.830748,15.700000
-0.870777,-24.862331,5.798215,-9.053680,15.725000
-0.700934,-25.114361,7.929438,-11.332900,15.750000
-0.468832,-25.438123,10.482447,-14.385242,15.775000
-0.209233,-25.790336,9.654928,-12.939643,15.800000
0.003750,-26.071597,7.493656,-9.712177,15.825000
0.172833,-26.285735,6.155575,-7.575735,15.850000
0.315985,-26.455799,5.363469,-6.105641,15.875000
0.443499,-26.593651,4.876086,-4.960058,15.900000
0.561261,-26.705157,4.567333,-3.981054,15.925000
0.672681,-26.793559,4.357000,-3.106904,15.950000
0.779378,-26.861323,4.179076,-2.332469,15.975000
0.881406,-26.911230,3.974400,-1.683803,16.000000
0.977490,-26.946817,3.697809,-1.190644,16.025000
1.065511,-26.972143,3.328084,-0.861967,16.050000
1.143146,-26.991125,2.869366,-0.677683,16.075000
1.208407,-27.006904,2.342175,-0.598476,16.100000
1.259892,-27.021572,1.771167,-0.582491,16.125000
1.296772,-27.036281,1.176605,-0.597378,16.150000
1.318635,-27.051537,0.571373,-0.624230,16.175000
1.325306,-27.067528,-0.038174,-0.655757,16.200000
1.316710,-27.084363,-0.649742,-0.692000,16.225000
1.292810,-27.102190,-1.262308,-0.735561,16.250000
1.253606,-27.121208,-1.873371,-0.786888,16.275000
1.199208,-27.141550,-2.476220,-0.839548,16.300000
1.129974,-27.163052,-3.057244,-0.875617,16.325000
1.046711,-27.184924,-3.593978,-0.862266,16.350000
0.950901,-27.205362,-4.055438,-0.752150,16.375000
0.844857,-27.221272,-4.407179,-0.491277,16.400000
0.731685,-27.228298,-4.622767,-0.036425,16.425000
0.614891,-27.221372,-4.699273,0.622925,16.450000
0.497634,-27.195715,-4.667752,1.453180,16.475000
0.381906,-27.147821,-4.588521,2.390420,16.500000
0.268010,-27.075814,-4.532964,3.374603,16.525000
0.154507,-26.978919,-4.567342,4.381452,16.550000
0.038395,-26.856340,-4.752036,5.438788,16.575000
-0.084929,-26.705828,-5.158954,6.638093,16.600000
-0.222367,-26.521755,-5.908247,8.166444,16.625000
-0.384954,-26.291987,-7.212071,10.360546,16.650000
-0.587888,-25.997035,-8.981514,13.190245,16.675000
-0.814177,-25.658450,-8.552741,13.152033,16.700000
-0.997879,-25.361232,-6.127259,10.650959,16.725000
-1.125243,-25.117109,-4.156487,9.053076,16.750000
-1.209030,-24.901828,-2.590818,8.273789,16.775000
-1.256113,-24.699472,-1.190759,7.975846,16.800000
-1.268932,-24.500719,0.162140,7.958619,16.825000
-1.248093,-24.300399,1.502181,8.079084,16.850000
-1.194126,-24.096698,2.804221,8.207880,16.875000
-1.108728,-23.890953,4.004312,8.223957,16.900000
-0.995392,-23.687253,5.027436,8.031653,16.925000
-0.859333,-23.491565,5.814761,7.578040,16.950000
-0.706879,-23.310622,6.336443,6.853323,16.975000
-0.544761,-23.150995,6.589173,5.878094,17.000000
-0.379522,-23.018469,6.590677,4.693674,17.025000
-0.217010,-22.917549,6.379299,3.361627,17.050000
-0.061842,-22.850951,6.014448,1.962397,17.075000
0.083045,-22.819270,5.569457,0.581590,17.100000
0.216571,-22.821140,5.116628,-0.712975,17.125000
0.339300,-22.853914,4.713757,-1.888551,17.150000
0.453008,-22.914607,4.400200,-2.950065,17.175000
0.560274,-23.000753,4.202166,-3.932645,17.200000
0.664265,-23.111055,4.142280,-4.893934,17.225000
0.768772,-23.245913,4.249024,-5.911748,17.250000
0.878409,-23.407903,4.558288,-7.080272,17.275000
0.998389,-23.601658,5.061206,-8.443008,17.300000
1.130542,-23.828842,5.421143,-9.617966,17.325000
1.260837,-24.071681,4.812041,-9.573553,17.350000
1.364274,-24.299657,3.409231,-8.622175,17.375000
1.431176,-24.504134,1.961360,-7.788205,17.400000
1.463386,-24.691654,0.633447,-7.256590,17.425000
1.463517,-24.868544,-0.612976,-6.915061,17.450000
1.433130,-25.037894,-1.810829,-6.632749,17.475000
1.373370,-25.199698,-2.960299,-6.293070,17.500000
1.285725,-25.351213,-4.036193,-5.794226,17.525000
1.172468,-25.487399,-5.003755,-5.055693,17.550000
1.036651,-25.601580,-5.839266,-4.028912,17.575000
0.881558,-25.686326,-6.550708,-2.701417,17.600000
0.709713,-25.734228,-7.193021,-1.083185,17.625000
0.521578,-25.738049,-7.877683,0.829913,17.650000
0.314028,-25.689738,-8.781105,3.105462,17.675000
0.079014,-25.578935,-10.086893,5.814141,17.700000
-0.189890,-25.402491,-11.231491,7.954173,17.725000
-0.463574,-25.212176,-10.350454,6.757469,17.750000
-0.701882,-25.075339,-8.752498,4.207324,17.775000
-0.905007,-24.997422,-7.568070,2.119903,17.800000
-1.082933,-24.965321,-6.703549,0.516601,17.825000
-1.241413,-24.968659,-5.989885,-0.731359,17.850000
-1.382818,-24.999488,-5.325324,-1.689815,17.875000
-1.507641,-25.051003,-4.657643,-2.390454,17.900000
-1.615500,-25.117063,-3.966803,-2.857781,17.925000
-1.705785,-25.192188,-3.252852,-3.121063,17.950000
-1.778037,-25.271715,-2.526357,-3.216377,17.975000
-1.832112,-25.351942,-1.800944,-3.183930,18.000000
-1.868192,-25.430186,-1.088239,-3.064370,18.025000
-1.886690,-25.504756,-0.395145,-2.896082,18.050000
-1.888125,-25.574878,0.277090,-2.714110,18.075000
-1.872975,-25.640616,0.932805,-2.550572,18.100000
-1.841544,-25.702816,1.581652,-2.436183,18.125000
-1.793826,-25.763097,2.238745,-2.402603,18.150000
-1.729360,-25.823913,2.925751,-2.485482,18.175000
-1.647041,-25.888695,3.672983,-2.727692,18.200000
-1.544880,-25.962040,4.520126,-3.178719,18.225000
-1.419900,-26.049655,5.500442,-3.867576,18.250000
-1.269185,-26.156469,6.547993,-4.661994,18.275000
-1.094937,-26.278817,7.299553,-4.978230,18.300000
-0.909987,-26.395988,7.399141,-4.229101,18.325000
-0.727932,-26.484505,7.143882,-2.791071,18.350000
-0.552771,-26.534132,6.878040,-1.167869,18.375000
-0.383559,-26.542665,6.664337,0.487331,18.400000
-0.219595,-26.509729,6.444749,2.146435,18.425000
-0.062107,-26.435541,6.130929,3.780969,18.450000
0.085420,-26.321291,5.634264,5.342467,18.475000
0.217481,-26.169436,4.884371,6.783462,18.500000
0.327182,-25.983231,3.841595,8.094137,18.525000
0.407012,-25.765316,2.494051,9.338697,18.550000
0.449304,-25.515536,0.837660,10.677944,18.575000
0.446424,-25.228799,-1.102158,12.317765,18.600000
0.395284,-24.899162,-2.840518,13.919967,18.625000
0.320437,-24.549991,-2.785533,13.614744,18.650000
0.268506,-24.231318,-1.291846,11.826510,18.675000
0.255077,-23.956210,0.168369,10.255424,18.700000
0.274202,-23.715309,1.309225,9.066714,18.725000
0.318108,-23.501088,2.157973,8.095668,18.750000
0.379968,-23.309704,2.750573,7.225926,18.775000
0.453718,-23.139427,3.113177,6.401624,18.800000
0.533921,-22.989389,3.271416,5.606299,18.825000
0.615826,-22.858830,3.254457,4.845140,18.850000
0.695446,-22.746733,3.093884,4.131863,18.875000
0.769582,-22.651724,2.820611,3.479894,18.900000
0.835769,-22.572155,2.462161,2.897495,18.925000
0.892171,-22.506256,2.041214,2.385965,18.950000
0.937457,-22.452310,1.575379,1.939798,18.975000
0.970676,-22.408813,1.077762,1.547792,19.000000
0.991160,-22.374597,0.557843,1.194413,19.025000
0.998440,-22.348924,0.022384,0.861089,19.050000
0.992191,-22.331547,-0.523763,0.527285,19.075000
0.972193,-22.322744,-1.076896,0.171437,19.100000
0.938315,-22.323340,-1.633629,-0.228153,19.125000
0.890516,-22.334690,-2.189807,-0.692236,19.150000
0.828882,-22.358643,-2.739001,-1.239087,19.175000
0.753710,-22.397450,-3.270520,-1.882296,19.200000
0.665644,-22.453614,-3.767046,-2.627761,19.225000
0.565864,-22.529652,-4.202359,-3.470201,19.250000
0.456336,-22.627775,-4.540047,-4.390085,19.275000
0.340054,-22.749516,-4.734466,-5.352638,19.300000
0.221228,-22.895374,-4.735240,-6.311041,19.325000
0.105301,-23.064616,-4.495767,-7.215761,19.350000
-0.001280,-23.255398,-3.984006,-8.030451,19.375000
-0.091538,-23.465340,-3.190290,-8.751841,19.400000
-0.158519,-23.692593,-2.124112,-9.428759,19.425000
-0.195545,-23.937357,-0.792956,-10.179359,19.450000
-0.195689,-24.203913,0.839352,-11.219144,19.475000
-0.150030,-24.503690,2.898446,-12.909238,19.500000
-0.047064,-24.857143,5.304957,-15.408041,19.525000
0.097548,-25.256269,5.654098,-15.832171,19.550000
0.210950,-25.622009,3.290167,-13.351177,19.575000
0.264597,-25.930686,1.088849,-11.500359,19.600000
0.269165,-26.203042,-0.661090,-10.372591,19.625000
0.234148,-26.451996,-2.093268,-9.574566,19.650000
0.166769,-26.682423,-3.251470,-8.859618,19.675000
0.073938,-26.894492,-4.126359,-8.089968,19.700000
-0.037057,-27.085948,-4.703513,-7.206307,19.725000
-0.158801,-27.253853,-4.989775,-6.210132,19.750000
-0.284392,-27.395857,-5.018697,-5.143186,19.775000
-0.408019,-27.510913,-4.842110,-4.064311,19.800000
-0.525262,-27.599449,-4.517196,-3.029933,19.825000
-0.633079,-27.663139,-4.095832,-2.082179,19.850000
-0.729595,-27.704485,-3.618809,-1.244784,19.875000
-0.813797,-27.726360,-3.114616,-0.524598,19.900000
-0.885251,-27.731646,-2.601158,0.084203,19.925000
-0.943866,-27.722964,-2.088722,0.595515,19.950000
-0.989744,-27.702531,-1.582976,1.027578,19.975000
