theta1,theta2,omega1,omega2,t
0.554822,1.646679,-1.752105,4.208643,11.200000
0.367823,1.933958,-2.136552,1.543184,11.300000
0.113495,1.941671,-2.919596,-1.474772,11.400000
-0.185319,1.631604,-2.767812,-4.668536,11.500000
-0.362018,1.032566,-0.357257,-7.296520,11.600000
-0.149340,0.092217,4.802731,-11.990083,11.700000
0.166016,-0.907698,0.605758,-6.830273,11.800000
0.103954,-1.439072,-1.476250,-3.944481,11.900000
-0.071549,-1.696608,-1.829951,-1.191282,12.000000
-0.238962,-1.679351,-1.499345,1.511088,12.100000
-0.385149,-1.395991,-1.574472,4.210575,12.200000
-0.596575,-0.808415,-2.596913,7.414988,12.300000
-0.737359,-0.118936,0.341782,5.629976,12.400000
-0.537101,0.305680,3.500444,2.747524,12.500000
-0.062694,0.381451,5.890773,-1.355409,12.600000
0.544501,0.168387,5.477504,-1.737588,12.700000
0.947360,0.150005,2.605247,1.145639,12.800000
1.069963,0.346610,-0.173268,2.667696,12.900000
0.901433,0.690206,-3.176833,4.206758,13.000000
0.517388,1.077551,-4.023326,2.840513,13.100000
0.137886,1.183059,-3.537030,-0.773362,13.200000
-0.167928,0.926613,-2.350548,-4.308366,13.300000
-0.265655,0.323635,0.727797,-7.885201,13.400000
-0.085195,-0.565524,1.731125,-8.562236,13.500000
-0.060726,-1.223262,-0.898657,-4.861384,13.600000
-0.196729,-1.566499,-1.570655,-2.052466,13.700000
-0.341342,-1.640817,-1.244123,0.529383,13.800000
-0.445996,-1.466193,-0.922774,2.967701,13.900000
-0.552904,-1.036288,-1.339059,5.686407,14.000000
-0.670803,-0.393984,-0.428439,6.393941,14.100000
-0.551851,0.123774,2.786145,3.787701,14.200000
-0.141380,0.328246,5.271276,0.195735,14.300000
0.437425,0.224982,5.610508,-1.256479,14.400000
0.868051,0.233955,2.891696,1.429033,14.500000
1.015685,0.466431,0.045967,3.085879,14.600000
0.874516,0.842996,-2.708565,4.236437,14.700000
0.558332,1.197878,-3.295989,2.379588,14.800000
0.233461,1.278102,-3.160099,-0.837907,14.900000
-0.049325,1.024878,-2.266708,-4.225301,15.000000
-0.153486,0.428332,0.514865,-7.838618,15.100000
-0.004289,-0.459506,1.336393,-8.588713,15.200000
-0.026626,-1.121423,-1.463343,-4.851473,15.300000
-0.226388,-1.451717,-2.269307,-1.793895,15.400000
-0.446263,-1.488655,-2.053589,1.001903,15.500000
-0.637523,-1.260270,-1.813165,3.535544,15.600000
-0.803157,-0.805113,-1.225382,5.164497,15.700000
-0.800794,-0.337482,1.451982,3.885952,15.800000
-0.512583,-0.062548,4.239319,1.465551,15.900000
0.014290,-0.044642,5.779475,-0.453165,16.000000
0.512681,0.025588,3.851895,2.167421,16.100000
0.758806,0.370475,1.029747,4.543265,16.200000
0.732963,0.887186,-1.206579,5.306549,16.300000
0.595934,1.324413,-1.413536,3.219965,16.400000
0.441029,1.525430,-1.733864,0.783363,16.500000
0.249704,1.472681,-2.012365,-1.892104,16.600000
0.072617,1.137384,-1.271903,-4.865789,16.700000
0.064983,0.473652,1.364033,-8.559686,16.800000
0.184467,-0.380694,0.101627,-7.349973,16.900000
0.047875,-0.934671,-2.525725,-3.810292,17.000000
-0.262427,-1.141800,-3.482838,-0.332989,17.100000
-0.627977,-1.008604,-3.724013,2.827793,17.200000
-0.942268,-0.678762,-2.172752,3.207840,17.300000
-1.021600,-0.419344,0.591827,1.965501,17.400000
-0.826930,-0.297431,3.306430,0.319729,17.500000
-0.364385,-0.381706,5.584155,-1.552471,17.600000
0.157778,-0.416029,4.434126,1.370516,17.700000
0.485023,-0.105024,1.964378,4.709248,17.800000
0.527996,0.497487,-0.811425,6.855283,17.900000
0.450335,1.099421,-0.436647,4.729707,18.000000
0.425717,1.442751,-0.203442,2.206106,18.100000
0.387820,1.548747,-0.599645,-0.080956,18.200000
0.310000,1.422725,-0.864326,-2.478039,18.300000
0.248494,1.040681,-0.136323,-5.266425,18.400000
0.326496,0.346374,1.295952,-8.074454,18.500000
0.326480,-0.350948,-1.624880,-5.328485,18.600000
0.041529,-0.712079,-3.846998,-1.831806,18.700000
-0.408170,-0.706074,-4.927337,1.740646,18.800000
-0.846112,-0.507755,-3.374626,1.575253,18.900000
-1.049668,-0.426944,-0.715156,0.142293,19.000000
-0.992372,-0.467285,1.877063,-0.994753,19.100000
-0.670601,-0.644045,4.371727,-2.323115,19.200000
-0.216010,-0.790373,4.317620,-0.045785,19.300000
0.151994,-0.613747,2.868254,3.557772,19.400000
0.310841,-0.089832,0.170062,6.825753,19.500000
0.254231,0.642816,-0.584596,6.885406,19.600000
0.274398,1.175725,0.834700,3.814871,19.700000
0.375989,1.425107,1.032082,1.237312,19.800000
0.461085,1.432754,0.640337,-1.056246,19.900000
