theta1,theta2,omega1,omega2,t
-0.370321,-0.906162,-5.718107,-4.054554,0.590000
-0.428313,-0.944190,-5.875924,-3.553233,0.600000
-0.487750,-0.977277,-6.006897,-3.067136,0.610000
-0.548361,-1.005602,-6.110894,-2.601752,0.620000
-0.609875,-1.029402,-6.187258,-2.163230,0.630000
-0.672010,-1.048979,-6.234681,-1.758302,0.640000
-0.734466,-1.064704,-6.251222,-1.394059,0.650000
-0.796924,-1.077019,-6.234498,-1.077493,0.660000
-0.859037,-1.086433,-6.182104,-0.814785,0.670000
-0.920440,-1.093509,-6.092220,-0.610366,0.680000
-0.980754,-1.098841,-5.964277,-0.465969,0.690000
-1.039603,-1.103024,-5.799470,-0.379962,0.700000
-1.096631,-1.106619,-5.600928,-0.347259,0.710000
-1.151525,-1.110121,-5.373421,-0.359907,0.720000
-1.204022,-1.113936,-5.122744,-0.408192,0.730000
-1.253922,-1.118369,-4.854957,-0.481916,0.740000
-1.301083,-1.123627,-4.575737,-0.571489,0.750000
-1.345415,-1.129824,-4.289951,-0.668650,0.760000
-1.386873,-1.137003,-4.001483,-0.766794,0.770000
-1.425446,-1.145147,-3.713237,-0.860982,0.780000
-1.461146,-1.154198,-3.427256,-0.947776,0.790000
-1.494003,-1.164070,-3.144885,-1.024985,0.800000
-1.524058,-1.174661,-2.866925,-1.091405,0.810000
-1.551358,-1.185861,-2.593773,-1.146584,0.820000
-1.575950,-1.197556,-2.325530,-1.190629,0.830000
-1.597884,-1.209638,-2.062089,-1.224048,0.840000
-1.617207,-1.222004,-1.803189,-1.247636,0.850000
-1.633962,-1.234561,-1.548459,-1.262387,0.860000
-1.648189,-1.247226,-1.297452,-1.269427,0.870000
-1.659922,-1.259928,-1.049662,-1.269969,0.880000
-1.669191,-1.272608,-0.804537,-1.265277,0.890000
-1.676020,-1.285220,-0.561500,-1.256638,0.900000
-1.680426,-1.297732,-0.319947,-1.245340,0.910000
-1.682421,-1.310122,-0.079267,-1.232653,0.920000
-1.682012,-1.322384,0.161153,-1.219811,0.930000
-1.679197,-1.334522,0.401913,-1.207985,0.940000
-1.673971,-1.346551,0.643583,-1.198257,0.950000
-1.666321,-1.358497,0.886680,-1.191585,0.960000
-1.656231,-1.370396,1.131642,-1.188756,0.970000
-1.643681,-1.382287,1.378785,-1.190321,0.980000
-1.628647,-1.394218,1.628260,-1.196523,0.990000
-1.611108,-1.406233,1.879993,-1.207198,1.000000
-1.591041,-1.418374,2.133616,-1.221670,1.010000
-1.568432,-1.430674,2.388397,-1.238626,1.020000
-1.543273,-1.443148,2.643171,-1.256015,1.030000
-1.515574,-1.455787,2.896293,-1.270964,1.040000
-1.485360,-1.468547,3.145643,-1.279769,1.050000
-1.452682,-1.481347,3.388681,-1.277987,1.060000
-1.417617,-1.494055,3.622602,-1.260662,1.070000
-1.380270,-1.506491,3.844563,-1.222673,1.080000
-1.340774,-1.518424,4.051961,-1.159177,1.090000
-1.299286,-1.529576,4.242702,-1.066059,1.100000
-1.255980,-1.539636,4.415397,-0.940275,1.110000
-1.211040,-1.548266,4.569428,-0.780037,1.120000
-1.164654,-1.555119,4.704876,-0.584792,1.130000
-1.117003,-1.559847,4.822331,-0.355033,1.140000
-1.068264,-1.562109,4.922650,-0.092038,1.150000
-1.018604,-1.561583,5.006712,0.202422,1.160000
-0.968182,-1.557963,5.075213,0.526314,1.170000
-0.917150,-1.550965,5.128510,0.877508,1.180000
-0.865662,-1.540329,5.166542,1.253869,1.190000
-0.813872,-1.525811,5.188784,1.653288,1.200000
-0.761943,-1.507193,5.194253,2.073681,1.210000
-0.710048,-1.484275,5.181539,2.512969,1.220000
-0.658378,-1.456878,5.148861,2.969064,1.230000
-0.607144,-1.424844,5.094132,3.439864,1.240000
-0.556577,-1.388038,5.015049,3.923281,1.250000
-0.506932,-1.346343,4.909188,4.417287,1.260000
-0.458490,-1.299663,4.774105,4.920004,1.270000
-0.411555,-1.247920,4.607458,5.429805,1.280000
-0.366454,-1.191048,4.407120,5.945440,1.290000
-0.323531,-1.128994,4.171318,6.466158,1.300000
-0.283150,-1.061709,3.898795,6.991781,1.310000
-0.245680,-0.989141,3.589016,7.522699,1.320000
-0.211492,-0.911234,3.242509,8.059664,1.330000
-0.180945,-0.827925,2.861411,8.603250,1.340000
-0.154364,-0.739149,2.450437,9.152695,1.350000
-0.132007,-0.644865,2.018507,9.703775,1.360000
-0.114013,-0.545104,1.581271,10.245325,1.370000
-0.100316,-0.440064,1.164331,10.754535,1.380000
-0.090534,-0.330247,0.805583,11.192931,1.390000
-0.083851,-0.216616,0.552706,11.508205,1.400000
-0.078972,-0.100671,0.451068,11.648313,1.410000
-0.074241,0.015667,0.524197,11.585637,1.420000
-0.067938,0.130403,0.760941,11.333119,1.430000
-0.058606,0.241846,1.121915,10.936051,1.440000
-0.045248,0.348822,1.558612,10.448158,1.450000
-0.027323,0.450653,2.029026,9.912818,1.460000
-0.004656,0.547014,2.503218,9.357443,1.470000
0.022689,0.637784,2.962167,8.796191,1.480000
0.054498,0.722938,3.394631,8.234802,1.490000
0.090472,0.802484,3.794357,7.674607,1.500000
0.130266,0.876432,4.158191,7.115115,1.510000
0.173512,0.944786,4.484948,6.555476,1.520000
0.219841,1.007540,4.774753,5.995219,1.530000
0.268887,1.064689,5.028660,5.434540,1.540000
0.320300,1.116232,5.248401,4.874367,1.550000
0.373749,1.162183,5.436184,4.316291,1.560000
0.428926,1.202572,5.594526,3.762459,1.570000
0.485550,1.237455,5.726068,3.215457,1.580000
0.543367,1.266914,5.833395,2.678235,1.590000
0.602145,1.291063,5.918834,2.154076,1.600000
0.661677,1.310051,5.984249,1.646637,1.610000
0.721767,1.324065,6.030823,1.160047,1.620000
0.782231,1.333337,6.058840,0.699061,1.630000
0.842880,1.338150,6.067503,0.269210,1.640000
0.903510,1.338846,6.054827,-0.123124,1.650000
0.963895,1.335836,6.017704,-0.470853,1.660000
1.023770,1.329602,5.952247,-0.766689,1.670000
1.082832,1.320697,5.854481,-1.004134,1.680000
1.140741,1.309729,5.721349,-1.178860,1.690000
1.197137,1.297332,5.551779,-1.290140,1.700000
1.251661,1.284126,5.347405,-1.341726,1.710000
1.303983,1.270671,5.112595,-1.341691,1.720000
1.353832,1.257428,4.853730,-1.301189,1.730000
1.401002,1.244740,4.578044,-1.232602,1.740000
1.445360,1.232829,4.292488,-1.147767,1.750000
1.486839,1.221805,4.002959,-1.056771,1.760000
1.525421,1.211688,3.713960,-0.967417,1.770000
1.561130,1.202433,3.428616,-0.885240,1.780000
1.594012,1.193947,3.148873,-0.813810,1.790000
1.624130,1.186114,2.875767,-0.755146,1.800000
1.651551,1.178799,2.609677,-0.710116,1.810000
1.676347,1.171866,2.350531,-0.678775,1.820000
1.698584,1.165179,2.097961,-0.660620,1.830000
1.718326,1.158612,1.851421,-0.654781,1.840000
1.735630,1.152046,1.610251,-0.660150,1.850000
1.750547,1.145376,1.373738,-0.675471,1.860000
1.763118,1.138508,1.141138,-0.699403,1.870000
1.773380,1.131364,0.911703,-0.730554,1.880000
1.781360,1.123878,0.684687,-0.767502,1.890000
1.787079,1.115999,0.459357,-0.808813,1.900000
1.790550,1.107692,0.234996,-0.853045,1.910000
1.791780,1.098934,0.010903,-0.898748,1.920000
1.790767,1.089717,-0.213602,-0.944463,1.930000
1.787504,1.080049,-0.439185,-0.988718,1.940000
1.781978,1.069952,-0.666491,-1.030026,1.950000
1.774167,1.059464,-0.896151,-1.066877,1.960000
1.764045,1.048635,-1.128781,-1.097736,1.970000
1.751579,1.037534,-1.364986,-1.121035,1.980000
1.736731,1.026245,-1.605366,-1.135174,1.990000
1.719456,1.014866,-1.850517,-1.138518,2.000000
1.699703,1.003516,-2.101040,-1.129398,2.010000
1.677415,0.992326,-2.357543,-1.106122,2.020000
1.652530,0.981446,-2.620652,-1.066985,2.030000
1.624978,0.971045,-2.891008,-1.010293,2.040000
1.594683,0.961304,-3.169263,-0.934408,2.050000
1.561564,0.952425,-3.456069,-0.837813,2.060000
1.525532,0.944622,-3.752037,-0.719219,2.070000
1.486491,0.938117,-4.057661,-0.577736,2.080000
1.444345,0.933144,-4.373188,-0.413135,2.090000
1.398995,0.929929,-4.698389,-0.226256,2.100000
1.350349,0.928685,-5.032205,-0.019596,2.110000
1.298330,0.929587,-5.372226,0.201856,2.120000
1.242898,0.932744,-5.714001,0.429579,2.130000
1.184068,0.938157,-6.050296,0.650431,2.140000
1.121945,0.945669,-6.370589,0.845990,2.150000
1.056754,0.954915,-6.661361,0.993154,2.160000
0.988866,0.965286,-6.907781,1.066875,2.170000
0.918791,0.975933,-7.096842,1.045129,2.180000
0.847147,0.985824,-7.220879,0.914483,2.190000
0.774592,0.993853,-7.279551,0.673415,2.200000
0.701754,0.998955,-7.279062,0.331504,2.210000
0.629176,1.000201,-7.229237,-0.094681,2.220000
0.557299,0.996843,-7.140236,-0.586409,2.230000
0.486474,0.988313,-7.020308,-1.126250,2.240000
0.416978,0.974206,-6.874899,-1.699652,2.250000
0.349051,0.954247,-6.706733,-2.295135,2.260000
0.282917,0.928260,-6.516355,-2.903837,2.270000
0.218801,0.896149,-6.302797,-3.518916,2.280000
0.156944,0.857878,-6.064188,-4.135045,2.290000
0.097609,0.813459,-5.798263,-4.748088,2.300000
0.041078,0.762937,-5.502772,-5.354939,2.310000
-0.012342,0.706388,-5.175804,-5.953461,2.320000
-0.062329,0.643900,-4.816060,-6.542472,2.330000
-0.108552,0.575571,-4.423110,-7.121692,2.340000
-0.150683,0.501497,-3.997699,-7.691545,2.350000
-0.188405,0.421769,-3.542180,-8.252676,2.360000
-0.221441,0.336473,-3.061250,-8.804980,2.370000
-0.249572,0.245707,-2.563156,-9.345860,2.380000
-0.272691,0.149619,-2.061573,-9.867440,2.390000
-0.290863,0.048477,-1.578023,-10.352811,2.400000
-0.304415,-0.057220,-1.143806,-10.772569,2.410000
-0.314036,-0.166618,-0.798700,-11.085203,2.420000
-0.320822,-0.278417,-0.582772,-11.246339,2.430000
-0.326211,-0.390938,-0.521391,-11.227159,2.440000
-0.331763,-0.502364,-0.612404,-11.030674,2.450000
-0.338873,-0.611071,-0.826926,-10.690957,2.460000
-0.348573,-0.715866,-1.123091,-10.256047,2.470000
-0.361473,-0.816023,-1.460901,-9.769858,2.480000
-0.377827,-0.911198,-1.809802,-9.263617,2.490000
-0.397637,-1.001292,-2.149470,-8.755880,2.500000
-0.420744,-1.086343,-2.467575,-8.256049,2.510000
-0.446893,-1.166452,-2.757181,-7.768026,2.520000
-0.475780,-1.241746,-3.014747,-7.292864,2.530000
-0.507076,-1.312352,-3.238814,-6.830390,2.540000
-0.540444,-1.378395,-3.429211,-6.380101,2.550000
-0.575550,-1.439993,-3.586577,-5.941604,2.560000
-0.612069,-1.497266,-3.712073,-5.514796,2.570000
-0.649690,-1.550329,-3.807206,-5.099892,2.580000
-0.688118,-1.599305,-3.873703,-4.697390,2.590000
-0.727075,-1.644320,-3.913418,-4.307995,2.600000
-0.766303,-1.685511,-3.928263,-3.932544,2.610000
-0.805564,-1.723021,-3.920150,-3.571922,2.620000
-0.844636,-1.757002,-3.890939,-3.227000,2.630000
-0.883318,-1.787616,-3.842407,-2.898582,2.640000
-0.921425,-1.815031,-3.776217,-2.587361,2.650000
-0.958789,-1.839422,-3.693901,-2.293896,2.660000
-0.995254,-1.860969,-3.596854,-2.018591,2.670000
-1.030681,-1.879855,-3.486326,-1.761688,2.680000
-1.064940,-1.896265,-3.363434,-1.523263,2.690000
-1.097912,-1.910382,-3.229169,-1.303227,2.700000
-1.129488,-1.922390,-3.084414,-1.101334,2.710000
-1.159568,-1.932468,-2.929956,-0.917184,2.720000
-1.188057,-1.940791,-2.766511,-0.750229,2.730000
-1.214870,-1.947527,-2.594737,-0.599787,2.740000
-1.239926,-1.952839,-2.415256,-0.465047,2.750000
-1.263152,-1.956878,-2.228666,-0.345083,2.760000
-1.284478,-1.959786,-2.035557,-0.238863,2.770000
-1.303843,-1.961697,-1.836517,-0.145266,2.780000
-1.321190,-1.962730,-1.632142,-0.063092,2.790000
-1.336470,-1.962993,-1.423039,0.008921,2.800000
-1.349637,-1.962581,-1.209826,0.072080,2.810000
-1.360655,-1.961576,-0.993132,0.127728,2.820000
-1.369491,-1.960047,-0.773599,0.177229,2.830000
-1.376120,-1.958048,-0.551873,0.221955,2.840000
-1.380523,-1.955619,-0.328607,0.263284,2.850000
-1.382689,-1.952789,-0.104462,0.302589,2.860000
-1.382611,-1.949569,0.119903,0.341240,2.870000
-1.380292,-1.945961,0.343820,0.380599,2.880000
-1.375739,-1.941951,0.566620,0.422021,2.890000
-1.368966,-1.937510,0.787629,0.466855,2.900000
-1.359994,-1.932598,1.006166,0.516443,2.910000
-1.348853,-1.927160,1.221547,0.572115,2.920000
-1.335576,-1.921131,1.433079,0.635188,2.930000
-1.320207,-1.914428,1.640065,0.706958,2.940000
-1.302793,-1.906958,1.841804,0.788688,2.950000
-1.283390,-1.898617,2.037587,0.881597,2.960000
-1.262063,-1.889285,2.226701,0.986848,2.970000
-1.238881,-1.878835,2.408425,1.105529,2.980000
-1.213922,-1.867127,2.582027,1.238640,2.990000
-1.187270,-1.854011,2.746760,1.387077,3.000000
-1.159019,-1.839331,2.901850,1.551619,3.010000
-1.129268,-1.822923,3.046494,1.732910,3.020000
-1.098126,-1.804616,3.179845,1.931455,3.030000
-1.065712,-1.784235,3.301002,2.147609,3.040000
-1.032150,-1.761604,3.409001,2.381570,3.050000
-0.997579,-1.736544,3.502806,2.633378,3.060000
-0.962145,-1.708877,3.581304,2.902916,3.070000
-0.926008,-1.678428,3.643306,3.189916,3.080000
-0.889338,-1.645022,3.687551,3.493966,3.090000
-0.852320,-1.608493,3.712719,3.814530,3.100000
-0.815152,-1.568679,3.717457,4.150961,3.110000
-0.778044,-1.525423,3.700413,4.502534,3.120000
-0.741221,-1.478580,3.660281,4.868466,3.130000
-0.704919,-1.428009,3.595873,5.247941,3.140000
-0.669387,-1.373579,3.506203,5.640121,3.150000
-0.634882,-1.315167,3.390614,6.044130,3.160000
-0.601662,-1.252660,3.248946,6.458978,3.170000
-0.569988,-1.185955,3.081778,6.883405,3.180000
-0.540106,-1.114966,2.890780,7.315565,3.190000
-0.512241,-1.039628,2.679217,7.752493,3.200000
-0.486572,-0.959916,2.452644,8.189267,3.210000
-0.463210,-0.875869,2.219822,8.617822,3.220000
-0.442154,-0.787628,1.993691,9.025539,3.230000
-0.423255,-0.695488,1.792033,9.394093,3.240000
-0.406159,-0.599956,1.636969,9.699593,3.250000
-0.390280,-0.501796,1.552264,9.915418,3.260000
-0.374810,-0.402027,1.558088,10.018294,3.270000
-0.358780,-0.301851,1.664843,9.995686,3.280000
-0.341184,-0.202525,1.869522,9.850167,3.290000
-0.321112,-0.105206,2.157066,9.597618,3.300000
-0.297839,-0.010854,2.505682,9.260687,3.310000
-0.270870,0.079802,2.892684,8.861862,3.320000
-0.239924,0.166238,3.298328,8.419316,3.330000
-0.204894,0.248086,3.707226,7.945855,3.340000
-0.165806,0.325080,4.108213,7.449731,3.350000
-0.122782,0.397022,4.493588,6.936078,3.360000
-0.076004,0.463755,4.858281,6.408276,3.370000
-0.025696,0.525149,5.199150,5.868994,3.380000
0.027894,0.581105,5.514432,5.320911,3.390000
0.084505,0.631549,5.803298,4.767186,3.400000
0.143871,0.676443,6.065473,4.211780,3.410000
0.205725,0.715795,6.300850,3.659704,3.420000
0.269797,0.749669,6.509098,3.117248,3.430000
0.335813,0.778198,6.689231,2.592218,3.440000
0.403482,0.801603,6.839207,2.094149,3.450000
0.472486,0.820209,6.955601,1.634378,3.460000
0.542466,0.834461,7.033550,1.225764,3.470000
0.613009,0.844940,7.067133,0.881791,3.480000
0.683640,0.852354,7.050368,0.614837,3.490000
0.753833,0.857524,6.978746,0.433764,3.500000
0.823027,0.861327,6.850861,0.341505,3.510000
0.890671,0.864636,6.669416,0.333709,3.520000
0.956258,0.868246,6.441055,0.399234,3.530000
1.019366,0.872814,6.175070,0.522374,3.540000
1.079668,0.878828,5.881604,0.685833,3.550000
1.136938,0.886610,5.570090,0.873322,3.560000
1.191036,0.896329,5.248334,1.071143,3.570000
1.241891,0.908032,4.922239,1.268757,3.580000
1.289480,0.921678,4.595954,1.458648,3.590000
1.333818,0.937162,4.272214,1.635846,3.600000
1.374939,0.954342,3.952705,1.797368,3.610000
1.412890,0.973052,3.638385,1.941707,3.620000
1.447725,0.993117,3.329719,2.068416,3.630000
1.479504,1.014363,3.026850,2.177795,3.640000
1.508282,1.036618,2.729714,2.270655,3.650000
1.534116,1.059724,2.438109,2.348155,3.660000
1.557061,1.083535,2.151737,2.411682,3.670000
1.577167,1.107917,1.870234,2.462768,3.680000
1.594481,1.132754,1.593178,2.503031,3.690000
1.609044,1.157947,1.320103,2.534128,3.700000
1.620894,1.183411,1.050505,2.557721,3.710000
1.630064,1.209082,0.783851,2.575447,3.720000
1.636579,1.234906,0.519584,2.588894,3.730000
1.640462,1.260850,0.257146,2.599565,3.740000
1.641727,1.286893,-0.004005,2.608846,3.750000
1.640384,1.313027,-0.264369,2.617956,3.760000
1.636440,1.339255,-0.524357,2.627895,3.770000
1.629897,1.365590,-0.784248,2.639359,3.780000
1.620755,1.392048,-1.044125,2.652656,3.790000
1.609016,1.418648,-1.303805,2.667597,3.800000
1.594682,1.445403,-1.562765,2.683380,3.810000
1.577766,1.472314,-1.820082,2.698492,3.820000
1.558290,1.499363,-2.074392,2.710646,3.830000
1.536294,1.526507,-2.323911,2.716786,3.840000
1.511835,1.553666,-2.566521,2.713215,3.850000
1.484994,1.580725,-2.799951,2.695833,3.860000
1.455874,1.607523,-3.022019,2.660499,3.870000
1.424598,1.633862,-3.230910,2.603439,3.880000
1.391304,1.659509,-3.425417,2.521619,3.890000
1.356139,1.684205,-3.605078,2.412985,3.900000
1.319251,1.707676,-3.770177,2.276516,3.910000
1.280781,1.729642,-3.921627,2.112111,3.920000
1.240859,1.749827,-4.060759,1.920354,3.930000
1.199602,1.767962,-4.189091,1.702235,3.940000
1.157108,1.783788,-4.308116,1.458907,3.950000
1.113466,1.797059,-4.419133,1.191503,3.960000
1.068749,1.807541,-4.523131,0.901031,3.970000
1.023025,1.815006,-4.620725,0.588336,3.980000
0.976355,1.819236,-4.712114,0.254118,3.990000
0.928804,1.820019,-4.797071,-0.101023,4.000000
0.880437,1.817148,-4.874938,-0.476511,4.010000
0.831332,1.810423,-4.944631,-0.871722,4.020000
0.781577,1.799650,-5.004650,-1.285904,4.030000
0.731278,1.784644,-5.053094,-1.718108,4.040000
0.680561,1.765232,-5.087682,-2.167131,4.050000
0.629579,1.741251,-5.105783,-2.631483,4.060000
0.578510,1.712557,-5.104465,-3.109374,4.070000
0.527565,1.679025,-5.080551,-3.598740,4.080000
0.476986,1.640551,-5.030695,-4.097305,4.090000
0.427049,1.597056,-4.951474,-4.602682,4.100000
0.378065,1.548483,-4.839486,-5.112524,4.110000
0.330379,1.494798,-4.691459,-5.624715,4.120000
0.284367,1.435986,-4.504341,-6.137600,4.130000
0.240432,1.372047,-4.275391,-6.650249,4.140000
0.199006,1.302982,-4.002225,-7.162741,4.150000
0.160542,1.228788,-3.682840,-7.676450,4.160000
0.125509,1.149439,-3.315601,-8.194308,4.170000
0.094394,1.064873,-2.899230,-8.721017,4.180000
0.067691,0.974968,-2.432868,-9.263085,4.190000
0.045904,0.879533,-1.916374,-9.828520,4.200000
0.029527,0.778292,-1.351255,-10.425694,4.210000
0.019024,0.670893,-0.742959,-11.060400,4.220000
0.014766,0.556967,-0.105911,-11.729244,4.230000
0.016896,0.436273,0.527013,-12.406841,4.240000
0.025082,0.309014,1.091361,-13.027275,4.250000
0.038159,0.176302,1.486230,-13.474891,4.260000
0.053877,0.040532,1.605235,-13.621355,4.270000
0.069187,-0.094929,1.406564,-13.415266,4.280000
0.081135,-0.226828,0.948837,-12.928643,4.290000
0.087668,-0.353008,0.341816,-12.292896,4.300000
0.087795,-0.472551,-0.319704,-11.614688,4.310000
0.081288,-0.585353,-0.978106,-10.950394,4.320000
0.068341,-0.691673,-1.604781,-10.319417,4.330000
0.049341,-0.791855,-2.187323,-9.722157,4.340000
0.024758,-0.886205,-2.721011,-9.151523,4.350000
-0.004912,-0.974944,-3.204465,-8.598688,4.360000
-0.039164,-1.058211,-3.637727,-8.055603,4.370000
-0.077501,-1.136068,-4.021528,-7.515939,4.380000
-0.119434,-1.208526,-4.357077,-6.975314,4.390000
-0.164487,-1.275562,-4.646049,-6.431207,4.400000
-0.212207,-1.337135,-4.890603,-5.882718,4.410000
-0.262160,-1.393203,-5.093390,-5.330279,4.420000
-0.313945,-1.443732,-5.257521,-4.775329,4.430000
-0.367193,-1.488708,-5.386484,-4.220006,4.440000
-0.421570,-1.528140,-5.484039,-3.666851,4.450000
-0.476782,-1.562062,-5.554092,-3.118564,4.460000
-0.532574,-1.590536,-5.600559,-2.577800,4.470000
-0.588728,-1.613651,-5.627241,-2.047032,4.480000
-0.645064,-1.631517,-5.637700,-1.528466,4.490000
-0.701438,-1.644267,-5.635154,-1.024021,4.500000
-0.757733,-1.652051,-5.622370,-0.535378,4.510000
-0.813859,-1.655033,-5.601559,-0.064081,4.520000
-0.869743,-1.653395,-5.574265,0.388298,4.530000
-0.925325,-1.647336,-5.541229,0.819927,4.540000
-0.980548,-1.637074,-5.502235,1.228443,4.550000
-1.035346,-1.622855,-5.455939,1.610644,4.560000
-1.089634,-1.604963,-5.399726,1.962222,4.570000
-1.143294,-1.583731,-5.329669,2.277655,4.580000
-1.196164,-1.559552,-5.240735,2.550437,4.590000
-1.248028,-1.532887,-5.127361,2.773852,4.600000
-1.298613,-1.504258,-4.984487,2.942365,4.610000
-1.347608,-1.474232,-4.808870,3.053389,4.620000
-1.394680,-1.443377,-4.600217,3.108771,4.630000
-1.439512,-1.412220,-4.361590,3.115197,4.640000
-1.481831,-1.381201,-4.098796,3.083186,4.650000
-1.521431,-1.350643,-3.819043,3.025056,4.660000
-1.558179,-1.320747,-3.529486,2.952773,4.670000
-1.592008,-1.291601,-3.236169,2.876417,4.680000
-1.622905,-1.263207,-2.943551,2.803517,4.690000
-1.650892,-1.235502,-2.654509,2.739073,4.700000
-1.676012,-1.208387,-2.370593,2.685951,4.710000
-1.698322,-1.181741,-2.092359,2.645399,4.720000
-1.717878,-1.155437,-1.819684,2.617521,4.730000
-1.734733,-1.129351,-1.552013,2.601651,4.740000
-1.748932,-1.103368,-1.288541,2.596629,4.750000
-1.760515,-1.077387,-1.028335,2.600995,4.760000
-1.769507,-1.051322,-0.770422,2.613103,4.770000
-1.775927,-1.025105,-0.513836,2.631200,4.780000
-1.779785,-0.998684,-0.257656,2.653471,4.790000
-1.781079,-0.972028,-0.001022,2.678058,4.800000
-1.779801,-0.945122,0.256851,2.703070,4.810000
-1.775935,-0.917971,0.516665,2.726582,4.820000
-1.769459,-0.890601,0.779038,2.746636,4.830000
-1.760344,-0.863057,1.044503,2.761227,4.840000
-1.748557,-0.835402,1.313511,2.768303,4.850000
-1.734061,-0.807723,1.586437,2.765754,4.860000
-1.716815,-0.780126,1.863585,2.751411,4.870000
-1.696774,-0.752741,2.145209,2.723041,4.880000
-1.673895,-0.725720,2.431522,2.678347,4.890000
-1.648128,-0.699237,2.722727,2.614971,4.900000
-1.619423,-0.673491,3.019045,2.530494,4.910000
-1.587729,-0.648705,3.320756,2.422449,4.920000
-1.552989,-0.625129,3.628242,2.288320,4.930000
-1.515143,-0.603034,3.942045,2.125555,4.940000
-1.474124,-0.582722,4.262921,1.931575,4.950000
-1.429858,-0.564515,4.591907,1.703797,4.960000
-1.382255,-0.548767,4.930370,1.439675,4.970000
-1.331213,-0.535851,5.280032,1.136784,4.980000
-1.276610,-0.526167,5.642936,0.793004,4.990000
-1.218303,-0.520132,6.021274,0.406906,5.000000
-1.156127,-0.518171,6.416966,-0.021495,5.010000
-1.089903,-0.520694,6.830755,-0.489295,5.020000
-1.019458,-0.528061,7.260502,-0.988106,5.030000
-0.944664,-0.540502,7.698305,-1.499841,5.040000
-0.865522,-0.557993,8.126509,-1.991062,5.050000
-0.782267,-0.580079,8.514301,-2.408483,5.060000
-0.695511,-0.605683,8.819532,-2.682493,5.070000
-0.606292,-0.633024,9.001244,-2.746561,5.080000
-0.515969,-0.659796,9.039714,-2.567628,5.090000
-0.425937,-0.683618,8.947442,-2.163069,5.100000
-0.337339,-0.702485,8.759603,-1.587214,5.110000
-0.250935,-0.715001,8.514534,-0.902626,5.120000
