theta1,theta2,omega1,omega2,t
1.121933,0.945691,-6.370583,0.845974,2.150000
1.040005,0.957454,-6.727665,1.019370,2.162500
0.954054,0.970657,-7.010070,1.068932,2.175000
0.865159,0.983501,-7.196036,0.957501,2.187500
0.774584,0.993868,-7.279453,0.673228,2.200000
0.683559,0.999673,-7.270704,0.231916,2.212500
0.593120,0.999147,-7.188936,-0.333725,2.225000
0.504061,0.990962,-7.052721,-0.987857,2.237500
0.416975,0.974211,-6.874781,-1.699873,2.250000
0.332339,0.948322,-6.661122,-2.446579,2.262500
0.250592,0.912973,-6.412462,-3.211142,2.275000
0.172184,0.868020,-6.126196,-3.981345,2.287500
0.097611,0.813453,-5.798148,-4.748262,2.300000
0.027423,0.749354,-5.423927,-5.505575,2.312500
-0.037779,0.675871,-4.999961,-6.249343,2.325000
-0.097360,0.593184,-4.524324,-6.977931,2.337500
-0.150673,0.501484,-3.997580,-7.691675,2.350000
-0.197103,0.400949,-3.423965,-8.391740,2.362500
-0.236117,0.291750,-2.813543,-9.077282,2.375000
-0.267368,0.174110,-2.186189,-9.739672,2.387500
-0.290848,0.048458,-1.577964,-10.352868,2.400000
-0.307138,-0.084285,-1.047496,-10.862591,2.412500
-0.317685,-0.222334,-0.672492,-11.187090,2.425000
-0.324897,-0.362856,-0.521928,-11.249215,2.437500
-0.331753,-0.502377,-0.612550,-11.030513,2.450000
-0.341018,-0.637683,-0.895180,-10.589056,2.462500
-0.354595,-0.766561,-1.289149,-10.016865,2.475000
-0.373408,-0.887885,-1.722992,-9.390642,2.487500
-0.397636,-1.001295,-2.149640,-8.755677,2.500000
-0.427008,-1.106829,-2.542987,-8.132667,2.512500
-0.461018,-1.204692,-2.890236,-7.528645,2.525000
-0.499049,-1.295129,-3.186087,-6.944662,2.537500
-0.540450,-1.378388,-3.429321,-6.379918,2.550000
-0.584567,-1.454704,-3.620981,-5.833621,2.562500
-0.630769,-1.524305,-3.763417,-5.305649,2.575000
-0.678460,-1.587424,-3.859740,-4.796636,2.587500
-0.727085,-1.644305,-3.913486,-4.307815,2.600000
-0.776135,-1.695210,-3.928375,-3.840785,2.612500
-0.825148,-1.740423,-3.908124,-3.397269,2.625000
-0.873707,-1.780247,-3.856309,-2.978925,2.637500
-0.921438,-1.815007,-3.776264,-2.587190,2.650000
-0.968009,-1.845042,-3.671014,-2.223188,2.662500
-1.013120,-1.870705,-3.543244,-1.887668,2.675000
-1.056506,-1.892354,-3.395300,-1.580981,2.687500
-1.097927,-1.910350,-3.229208,-1.303075,2.700000
-1.137168,-1.925049,-3.046716,-1.053506,2.712500
-1.174033,-1.936802,-2.849349,-0.831457,2.725000
-1.208345,-1.945945,-2.638460,-0.635759,2.737500
-1.239943,-1.952800,-2.415287,-0.464922,2.750000
-1.268681,-1.957665,-2.181006,-0.317164,2.762500
-1.294427,-1.960817,-1.936768,-0.190450,2.775000
-1.317063,-1.962504,-1.683727,-0.082530,2.787500
-1.336488,-1.962948,-1.423060,0.009016,2.800000
-1.352613,-1.962337,-1.155972,0.086731,2.812500
-1.365366,-1.960827,-0.883696,0.153241,2.825000
-1.374689,-1.958541,-0.607486,0.211218,2.837500
-1.380542,-1.955570,-0.328617,0.263349,2.850000
-1.382899,-1.951971,-0.048371,0.312317,2.862500
-1.381751,-1.947765,0.231956,0.360796,2.875000
-1.377105,-1.942942,0.511062,0.411441,2.887500
-1.368985,-1.937458,0.787633,0.466890,2.900000
-1.357430,-1.931238,1.060342,0.529765,2.912500
-1.342498,-1.924173,1.327848,0.602662,2.925000
-1.324261,-1.916120,1.588798,0.688139,2.937500
-1.302811,-1.906906,1.841822,0.788687,2.950000
-1.278255,-1.896330,2.085540,0.906698,2.962500
-1.250717,-1.884157,2.318557,1.044424,2.975000
-1.220341,-1.870128,2.539457,1.203928,2.987500
-1.187287,-1.853960,2.746791,1.387036,3.000000
-1.151734,-1.835347,2.939057,1.595298,3.012500
-1.113880,-1.813968,3.114673,1.829939,3.025000
-1.073944,-1.789485,3.271946,2.091835,3.037500
-1.032166,-1.761556,3.409042,2.381490,3.050000
-0.988810,-1.729832,3.523955,2.699020,3.062500
-0.944168,-1.693965,3.614492,3.044159,3.075000
-0.898559,-1.653615,3.678276,3.416278,3.087500
-0.852333,-1.608450,3.712774,3.814418,3.100000
-0.805873,-1.558151,3.715351,4.237346,3.112500
-0.759594,-1.502419,3.683378,4.683630,3.125000
-0.713943,-1.440970,3.614385,5.151715,3.137500
-0.669397,-1.373542,3.506289,5.639981,3.150000
-0.626455,-1.299893,3.357733,6.146720,3.162500
-0.585623,-1.219805,3.168591,6.669932,3.175000
-0.547402,-1.133088,2.940753,7.206764,3.187500
-0.512245,-1.039599,2.679375,7.752303,3.200000
-0.480516,-0.939281,2.394784,8.297367,3.212500
-0.452399,-0.832235,2.105142,8.825047,3.225000
-0.427790,-0.718844,1.839250,9.306581,3.237500
-0.406152,-0.599939,1.637240,9.699298,3.250000
-0.386400,-0.476947,1.544900,9.952144,3.262500
-0.366914,-0.351902,1.598990,10.022575,3.275000
-0.345764,-0.227207,1.810089,9.897088,3.287500
-0.321090,-0.105206,2.157291,9.597357,3.300000
-0.291433,0.012177,2.599857,9.165757,3.312500
-0.255878,0.123568,3.094383,8.644944,3.325000
-0.214006,0.228062,3.605472,8.066450,3.337500
-0.165777,0.325071,4.108276,7.449610,3.350000
-0.111401,0.414189,4.586882,6.805252,3.362500
-0.051246,0.495115,5.031835,6.139846,3.375000
0.014232,0.567618,5.438047,5.458561,3.387500
0.084534,0.631536,5.803255,4.767183,3.400000
0.159140,0.686787,6.126770,4.073259,3.412500
0.237528,0.733399,6.408319,3.386896,3.425000
0.319169,0.771546,6.646813,2.721468,3.437500
0.403506,0.801594,6.839071,2.094315,3.450000
0.489927,0.824153,6.978749,1.527119,3.462500
0.577716,0.840127,7.056087,1.045139,3.475000
0.666020,0.850745,7.059354,0.674097,3.487500
0.753847,0.857529,6.978514,0.434108,3.500000
0.840116,0.862177,6.810078,0.332330,3.512500
0.923759,0.866374,6.560315,0.358576,3.525000
1.003846,0.871571,6.244298,0.487478,3.537500
1.079671,0.878852,5.881378,0.686149,3.550000
1.150764,0.888882,5.490137,0.922557,3.562500
1.216868,0.901963,5.085335,1.170760,3.575000
1.277884,0.918122,4.677189,1.412427,3.587500
1.333811,0.937198,4.272040,1.636036,3.600000
1.384712,0.958921,3.873449,1.835263,3.612500
1.430682,0.982966,3.483172,2.007409,3.625000
1.471829,1.008992,3.101871,2.152171,3.637500
1.508266,1.036661,2.729564,2.270777,3.650000
1.540104,1.065661,2.365892,2.365403,3.662500
1.567447,1.095708,2.010257,2.438790,3.675000
1.590391,1.126555,1.661905,2.493997,3.687500
1.609021,1.157995,1.319959,2.534235,3.700000
1.623413,1.189862,0.983443,2.562749,3.712500
1.633626,1.222028,0.651308,2.582723,3.725000
1.639709,1.254407,0.322467,2.597199,3.737500
1.641697,1.286947,-0.004155,2.608971,3.750000
1.639610,1.319630,-0.329539,2.620463,3.762500
1.633460,1.352466,-0.654457,2.633545,3.775000
1.623249,1.385480,-0.979315,2.649304,3.787500
1.608978,1.418710,-1.303956,2.667741,3.800000
1.590655,1.452179,-1.627440,2.687436,3.812500
1.568305,1.485888,-1.947851,2.705241,3.825000
1.541984,1.519782,-2.262213,2.716116,3.837500
1.511791,1.553734,-2.566622,2.713294,3.850000
1.477878,1.587524,-2.856688,2.688880,3.862500
1.440451,1.620833,-3.128250,2.634890,3.875000
1.399762,1.653244,-3.378196,2.544473,3.887500
1.356092,1.684272,-3.605068,2.412884,3.900000
1.309730,1.713385,-3.809240,2.237875,3.912500
1.260948,1.740038,-3.992590,2.019413,3.925000
1.209991,1.763695,-4.157876,1.758958,3.937500
1.157064,1.783846,-4.308049,1.458666,3.950000
1.102342,1.800005,-4.445690,1.120750,3.962500
1.045966,1.811716,-4.572638,0.747137,3.975000
0.988066,1.818541,-4.689789,0.339364,3.987500
0.928763,1.820063,-4.797010,-0.101326,4.000000
0.868187,1.815876,-4.893122,-0.573804,4.012500
0.806490,1.805590,-4.975905,-1.076818,4.025000
0.743858,1.788835,-5.042134,-1.608758,4.037500
0.680523,1.765260,-5.087627,-2.167467,4.050000
0.616775,1.734548,-5.107336,-2.750103,4.062500
0.552971,1.696422,-5.095473,-3.353104,4.075000
0.489546,1.650653,-5.045701,-3.972275,4.087500
0.427014,1.597067,-4.951383,-4.603024,4.100000
0.365975,1.535548,-4.805874,-5.240764,4.112500
0.307107,1.466036,-4.602837,-5.881479,4.125000
0.251168,1.388511,-4.336535,-6.522446,4.137500
0.198978,1.302977,-4.002047,-7.163054,4.150000
0.151418,1.209427,-3.595366,-7.805676,4.162500
0.109408,1.107801,-3.113387,-8.456488,4.175000
0.073906,0.997937,-2.553904,-9.126004,4.187500
0.045888,0.879513,-1.916075,-9.828820,4.200000
0.026322,0.752010,-1.202544,-10.581065,4.212500
0.016090,0.614738,-0.426197,-11.391748,4.225000
0.015770,0.467048,0.372406,-12.239688,4.237500
0.025086,0.308975,1.091731,-13.027611,4.250000
0.041958,0.142484,1.545500,-13.544135,4.262500
0.061787,-0.027496,1.544293,-13.560660,4.275000
0.078599,-0.194365,1.081718,-13.069427,4.287500
0.087672,-0.353045,0.341763,-12.292762,4.300000
0.086792,-0.501413,-0.486174,-11.445936,4.312500
0.075602,-0.639336,-1.296508,-10.630318,4.325000
0.054636,-0.767400,-2.046220,-9.868537,4.337500
0.024760,-0.886237,-2.721057,-9.151435,4.350000
-0.013063,-0.996302,-3.317501,-8.462208,4.362500
-0.057851,-1.097844,-3.835767,-7.785600,4.375000
-0.108638,-1.190948,-4.277640,-7.110674,4.387500
-0.164486,-1.275591,-4.646048,-6.431161,4.400000
-0.224500,-1.351698,-4.945088,-5.744899,4.412500
-0.287846,-1.419189,-5.180053,-5.052966,4.425000
-0.353761,-1.478013,-5.357303,-4.358713,4.437500
-0.421568,-1.528167,-5.483994,-3.666834,4.450000
-0.490682,-1.569715,-5.567713,-2.982557,4.462500
-0.560613,-1.602784,-5.616079,-2.311020,4.475000
-0.630967,-1.627563,-5.636349,-1.656859,4.487500
-0.701432,-1.644295,-5.635071,-1.024033,4.500000
-0.771777,-1.653267,-5.617755,-0.415887,4.512500
-0.841827,-1.654807,-5.588555,0.164553,4.525000
-0.911452,-1.649282,-5.549913,0.714052,4.537500
-0.980537,-1.637102,-5.502123,1.228411,4.550000
-1.048957,-1.618743,-5.442833,1.701575,4.562500
-1.116538,-1.594770,-5.366609,2.124825,4.575000
-1.183017,-1.565878,-5.264937,2.486611,4.587500
-1.248011,-1.532916,-5.127271,2.773874,4.600000
-1.311006,-1.496889,-4.943650,2.975578,4.612500
-1.371386,-1.458901,-4.708509,3.087817,4.625000
-1.428511,-1.420039,-4.423747,3.117777,4.637500
-1.481812,-1.381227,-4.098782,3.083336,4.650000
-1.530870,-1.343125,-3.747309,3.008045,4.662500
-1.575441,-1.306100,-3.382981,2.914748,4.675000
-1.615436,-1.270256,-3.016459,2.821284,4.687500
-1.650873,-1.235519,-2.654509,2.739250,4.700000
-1.681832,-1.201701,-2.300493,2.674786,4.712500
-1.708422,-1.168567,-1.955344,2.630069,4.725000
-1.730750,-1.135869,-1.618487,2.604707,4.737500
-1.748913,-1.103376,-1.288518,2.596778,4.750000
-1.762985,-1.070888,-0.963651,2.603504,4.762500
-1.773018,-1.038241,-0.641987,2.621647,4.775000
-1.779040,-1.005314,-0.321669,2.647736,4.787500
-1.781058,-0.972029,-0.000974,2.678172,4.800000
-1.779056,-0.938357,0.321651,2.709268,4.812500
-1.773003,-0.904311,0.647557,2.737259,4.825000
-1.762849,-0.869954,0.977888,2.758286,4.837500
-1.748533,-0.835399,1.313585,2.768374,4.850000
-1.729984,-0.800807,1.655397,2.763419,4.862500
-1.707120,-0.766394,2.003909,2.739168,4.875000
-1.679856,-0.732427,2.359584,2.691211,4.887500
-1.648099,-0.699231,2.722824,2.614987,4.900000
-1.611752,-0.667190,3.094059,2.505791,4.912500
-1.570712,-0.636744,3.473858,2.358787,4.925000
-1.524867,-0.608398,3.863082,2.169035,4.937500
-1.474090,-0.582717,4.263045,1.931518,4.950000
-1.418238,-0.560330,4.675705,1.641194,4.962500
-1.357133,-0.541928,5.103820,1.293119,4.975000
-1.290563,-0.528262,5.550998,0.882755,4.987500
-1.218262,-0.520133,6.021433,0.406763,5.000000
-1.139914,-0.518369,6.518900,-0.135119,5.012500
-1.055172,-0.523759,7.044121,-0.735833,5.025000
-0.963726,-0.536919,7.589023,-1.372361,5.037500
-0.865472,-0.558002,8.126652,-1.991175,5.050000
-0.760822,-0.586219,8.600216,-2.493341,5.062500
-0.651078,-0.619281,8.927815,-2.743878,5.075000
-0.538525,-0.653295,9.043313,-2.634799,5.087500
-0.425890,-0.683617,8.947295,-2.162698,5.100000
-0.315466,-0.706244,8.702173,-1.423541,5.112500
-0.208653,-0.718591,8.379741,-0.535682,5.125000
-0.106097,-0.719386,8.026268,0.413572,5.137500
-0.008044,-0.708211,7.660538,1.373675,5.150000
0.085374,-0.685112,7.284107,2.318067,5.162500
0.173987,-0.650384,6.890384,3.232607,5.175000
0.257522,-0.604456,6.470098,4.109154,5.187500
0.335590,-0.547834,6.014171,4.942898,5.200000
0.407697,-0.481071,5.515156,5.731725,5.212500
0.473268,-0.404726,4.967848,6.476461,5.225000
0.531679,-0.319326,4.369437,7.181328,5.237500
0.582288,-0.225326,3.719424,7.854179,5.250000
0.624457,-0.123060,3.019628,8.506079,5.262500
0.657590,-0.012709,2.274916,9.149561,5.275000
0.681184,0.105686,1.495820,9.794137,5.287500
0.694933,0.232140,0.705087,10.436422,5.300000
0.698953,0.366453,-0.049989,11.042034,5.312500
0.694182,0.507687,-0.684240,11.524768,5.325000
0.682827,0.653515,-1.085180,11.755620,5.337500
0.668363,0.800119,-1.177151,11.643134,5.350000
0.654579,0.943292,-0.989939,11.223206,5.362500
0.644322,1.079968,-0.632974,10.627567,5.375000
0.639007,1.208778,-0.213952,9.980861,5.387500
0.638947,1.329580,0.200143,9.353918,5.400000
0.643854,1.442825,0.577476,8.773952,5.412500
0.653179,1.549145,0.906048,8.245564,5.425000
0.666290,1.649161,1.183117,7.764443,5.437500
0.682547,1.743425,1.409819,7.323916,5.450000
0.701336,1.832401,1.588758,6.917573,5.462500
0.722080,1.916484,1.723017,6.540117,5.475000
0.744239,1.996008,1.815776,6.187475,5.487500
0.767314,2.071262,1.870179,5.856647,5.500000
0.790846,2.142506,1.889293,5.545475,5.512500
0.814412,2.209974,1.876092,5.252411,5.525000
0.837626,2.273886,1.833441,4.976313,5.537500
0.860137,2.334449,1.764085,4.716279,5.550000
0.881627,2.391857,1.670628,4.471512,5.562500
0.901812,2.446297,1.555520,4.241222,5.575000
0.920435,2.497944,1.421036,4.024549,5.587500
0.937266,2.546963,1.269267,3.820517,5.600000
0.952102,2.593505,1.102103,3.628000,5.612500
0.964762,2.637706,0.921236,3.445704,5.625000
0.975082,2.679684,0.728149,3.272158,5.637500
0.982920,2.719540,0.524116,3.105714,5.650000
0.988144,2.757349,0.310206,2.944551,5.662500
0.990637,2.793167,0.087287,2.786676,5.675000
0.990291,2.827021,-0.143974,2.629935,5.687500
0.987005,2.858911,-0.383096,2.472019,5.700000
0.980683,2.888806,-0.629781,2.310465,5.712500
0.971230,2.916646,-0.883895,2.142674,5.725000
0.958554,2.942336,-1.145452,1.965913,5.737500
0.942562,2.965745,-1.414586,1.777337,5.750000
0.923157,2.986708,-1.691516,1.574013,5.762500
0.900240,3.005021,-1.976503,1.352959,5.775000
0.873710,3.020445,-2.269786,1.111203,5.787500
0.843461,3.032703,-2.571505,0.845868,5.800000
0.809387,3.041483,-2.881611,0.554281,5.812500
0.771387,3.046441,-3.199749,0.234118,5.825000
0.729363,3.047209,-3.525141,-0.116418,5.837500
0.683234,3.043399,-3.856450,-0.498405,5.850000
0.632936,3.034617,-4.191669,-0.912003,5.862500
0.578437,3.020471,-4.528019,-1.356266,5.875000
0.519745,3.000591,-4.861914,-1.829027,5.887500
0.456917,2.974641,-5.188974,-2.326850,5.900000
0.390070,2.942335,-5.504129,-2.845114,5.912500
0.319387,2.903451,-5.801793,-3.378210,5.925000
0.245123,2.857844,-6.076101,-3.919849,5.937500
0.167606,2.805447,-6.321169,-4.463435,5.950000
0.087239,2.746277,-6.531332,-5.002438,5.962500
0.004491,2.680431,-6.701329,-5.530694,5.975000
-0.080107,2.608078,-6.826393,-6.042581,5.987500
-0.165964,2.529456,-6.902245,-6.533035,6.000000
-0.252442,2.444861,-6.925000,-6.997412,6.012500
-0.338853,2.354648,-6.891031,-7.431237,6.025000
-0.424466,2.259227,-6.796846,-7.829918,6.037500
-0.508509,2.159067,-6.639049,-8.188539,6.050000
-0.590164,2.054702,-6.414463,-8.501832,6.062500
-0.668581,1.946732,-6.120467,-8.764453,6.075000
-0.742880,1.835822,-5.755538,-8.971599,6.087500
-0.812174,1.722688,-5.319944,-9.119945,6.100000
-0.875595,1.608072,-4.816394,-9.208734,6.112500
-0.932324,1.492707,-4.250438,-9.240754,6.125000
-0.981630,1.377262,-3.630384,-9.222916,6.137500
-1.022901,1.262296,-2.966629,-9.166233,6.150000
-1.055661,1.148208,-2.270485,-9.085203,6.162500
-1.079573,1.035197,-1.552710,-8.996799,6.175000
-1.094425,0.923242,-0.822034,-8.919438,6.187500
-1.100094,0.812086,-0.083893,-8.872270,6.200000
-1.096497,0.701227,0.660572,-8.875094,6.212500
-1.083537,0.589912,1.415375,-8.949086,6.225000
-1.061029,0.477104,2.190647,-9.118516,6.237500
-1.028614,0.361428,3.004086,-9.413700,6.250000
-0.985655,0.241070,3.883226,-9.875453,6.262500
-0.931095,0.113615,4.868236,-10.560611,6.275000
-0.863292,-0.024183,6.011084,-11.543114,6.287500
-0.779990,-0.176462,7.347903,-12.879141,6.300000
-0.679214,-0.347100,8.755154,-14.412036,6.312500
-0.563307,-0.534221,9.624202,-15.318439,6.325000
-0.444021,-0.723080,9.267705,-14.648841,6.337500
-0.334746,-0.896498,8.169028,-13.044410,6.350000
-0.239732,-1.049498,7.061007,-11.480267,6.362500
-0.157330,-1.184838,6.159398,-10.226493,6.375000
-0.084930,-1.306329,5.453569,-9.252720,6.387500
-0.020373,-1.417015,4.896834,-8.486184,6.400000
0.037946,-1.519098,4.449822,-7.867933,6.412500
0.091211,-1.614155,4.084418,-7.356478,6.425000
0.140314,-1.703334,3.781063,-6.923268,6.437500
