theta1,theta2,omega1,omega2,t
0.029645,0.856881,-1.620535,-10.113278,4.200000
0.027351,0.269316,1.431999,-13.323605,4.250000
0.090135,-0.388773,0.242810,-12.083356,4.300000
0.023386,-0.913199,-2.772241,-9.002473,4.350000
-0.166643,-1.296157,-4.631557,-6.325111,4.400000
-0.421689,-1.544310,-5.421880,-3.599031,4.450000
-0.697606,-1.658125,-5.540624,-0.999399,4.500000
-0.971392,-1.650702,-5.384004,1.215862,4.550000
-1.232885,-1.547220,-5.014255,2.772810,4.600000
-1.462102,-1.393849,-4.037373,3.164670,4.650000
-1.628744,-1.242958,-2.608542,2.848741,4.700000
-1.724164,-1.105729,-1.227144,2.686076,4.750000
-1.752705,-0.970762,0.081884,2.731804,4.800000
-1.715486,-0.832606,1.418278,2.772994,4.850000
-1.609284,-0.697804,2.848971,2.552105,4.900000
-1.428369,-0.586577,4.415332,1.779649,4.950000
-1.163937,-0.534146,6.215967,0.158298,5.000000
-0.801094,-0.584362,8.263848,-2.112050,5.050000
-0.367253,-0.694284,8.657051,-1.547843,5.100000
0.034831,-0.686110,7.335714,2.001507,5.150000
0.361253,-0.498531,5.637763,5.406551,5.200000
0.586715,-0.156130,3.256244,8.204481,5.250000
0.675622,0.318124,0.292807,10.710309,5.300000
0.645608,0.882064,-0.897965,11.190766,5.350000
0.635510,1.384020,0.577243,8.815195,5.400000
0.693381,1.774341,1.608722,6.904145,5.450000
0.784423,2.082421,1.929644,5.479680,5.500000
0.877536,2.327349,1.722380,4.361577,5.550000
0.950728,2.522585,1.158202,3.482681,5.600000
0.989611,2.678485,0.367577,2.773530,5.650000
0.985098,2.800969,-0.568177,2.124269,5.700000
0.930981,2.889441,-1.613972,1.385311,5.750000
0.821923,2.935046,-2.766033,0.378933,5.800000
0.652763,2.919973,-4.010696,-1.065092,5.850000
0.420954,2.820021,-5.240315,-3.009360,5.900000
0.133608,2.613535,-6.169418,-5.272471,5.950000
-0.183808,2.294593,-6.367983,-7.422987,6.000000
-0.483933,1.881940,-5.426342,-8.942084,6.050000
-0.705328,1.416119,-3.251936,-9.559968,6.100000
-0.795806,0.932698,-0.278433,-9.814796,6.150000
-0.724130,0.417289,3.311369,-11.181988,6.200000
-0.430435,-0.254208,8.329742,-15.868351,6.250000
-0.071548,-0.966169,4.831653,-11.206360,6.300000
0.095666,-1.449210,2.156057,-8.587971,6.350000
0.159970,-1.850311,0.517006,-7.607860,6.400000
0.154776,-2.218924,-0.659996,-7.191040,6.450000
0.100428,-2.572425,-1.448353,-6.966431,6.500000
0.016521,-2.916763,-1.844787,-6.820520,6.550000
-0.078117,-3.256194,-1.884259,-6.777032,6.600000
-0.166254,-3.596405,-1.582126,-6.847063,6.650000
-0.230085,-3.941990,-0.907708,-6.987226,6.700000
-0.250798,-4.296809,0.137630,-7.238718,6.750000
-0.210373,-4.671541,1.546850,-7.846302,6.800000
-0.086435,-5.096778,3.570469,-9.427260,6.850000
0.175394,-5.660219,7.234524,-13.701105,6.900000
0.536252,-6.355401,5.848107,-12.508713,6.950000
0.721644,-6.885782,1.909409,-9.326668,7.000000
0.745589,-7.323466,-0.843824,-8.362302,7.050000
0.645714,-7.728237,-3.053592,-7.809414,7.100000
0.452725,-8.096666,-4.518646,-6.820479,7.150000
0.209743,-8.398863,-5.049024,-5.170824,7.200000
-0.038687,-8.606802,-4.781355,-3.112688,7.250000
-0.260672,-8.710093,-4.051292,-1.047098,7.300000
-0.441776,-8.716363,-3.193039,0.738271,7.350000
-0.581493,-8.642139,-2.420432,2.178455,7.400000
-0.686973,-8.502630,-1.835098,3.374200,7.450000
-0.769110,-8.305973,-1.496643,4.495675,7.500000
-0.841909,-8.050947,-1.474505,5.745093,7.550000
-0.922609,-7.726122,-1.793219,7.291112,7.600000
-1.016128,-7.327120,-1.730842,8.422613,7.650000
-1.063223,-6.920875,0.063875,7.586296,7.700000
-1.002478,-6.576462,2.357469,6.161539,7.750000
-0.831063,-6.309789,4.456325,4.417945,7.800000
-0.560956,-6.146552,6.319743,1.984329,7.850000
-0.200247,-6.122584,8.068952,-1.019701,7.900000
0.225131,-6.214883,8.524706,-1.974398,7.950000
0.612352,-6.253808,6.824371,0.625937,8.000000
0.907041,-6.158101,4.969302,3.071352,8.050000
1.108397,-5.960279,3.067338,4.725220,8.100000
1.211676,-5.694173,1.046789,5.868799,8.150000
1.212262,-5.375392,-0.998755,6.857527,8.200000
1.122621,-5.019386,-2.376949,7.144167,8.250000
0.997345,-4.688213,-2.518577,5.958303,8.300000
0.872137,-4.426481,-2.525208,4.528279,8.350000
0.740171,-4.233773,-2.799074,3.181375,8.400000
0.588143,-4.110066,-3.317011,1.732300,8.450000
0.405734,-4.065470,-3.995349,-0.007631,8.500000
0.188620,-4.116962,-4.665096,-2.104773,8.550000
-0.055364,-4.279121,-5.004329,-4.380308,8.600000
-0.299274,-4.550899,-4.599186,-6.412630,8.650000
-0.498322,-4.909949,-3.198896,-7.845959,8.700000
-0.604131,-5.327951,-0.905760,-8.865508,8.750000
-0.575924,-5.805862,2.206273,-10.508526,8.800000
-0.357181,-6.426222,6.477326,-14.463444,8.850000
-0.066963,-7.099565,4.089781,-11.275755,8.900000
0.062780,-7.585388,1.369235,-8.571383,8.950000
0.086922,-7.979778,-0.281911,-7.331331,9.000000
0.044461,-8.324755,-1.326622,-6.494354,9.050000
-0.037054,-8.629714,-1.851564,-5.699909,9.100000
-0.133026,-8.894101,-1.919872,-4.872533,9.150000
-0.223305,-9.117154,-1.645253,-4.057363,9.200000
-0.293973,-9.301081,-1.155611,-3.316220,9.250000
-0.337115,-9.450679,-0.560468,-2.689333,9.300000
-0.349758,-9.572391,0.050317,-2.206303,9.350000
-0.333195,-9.674409,0.594166,-1.911088,9.400000
-0.292797,-9.767758,0.991536,-1.871958,9.450000
-0.237453,-9.866982,1.187504,-2.152926,9.500000
-0.177211,-9.988403,1.198732,-2.750483,9.550000
-0.118784,-10.145653,1.140998,-3.563887,9.600000
-0.061407,-10.346276,1.185148,-4.470323,9.650000
0.004032,-10.593730,1.486815,-5.446858,9.700000
0.093989,-10.894637,2.196470,-6.657919,9.750000
0.235279,-11.271610,3.625067,-8.636070,9.800000
0.480156,-11.791920,6.226092,-12.338009,9.850000
0.764044,-12.396130,4.205343,-10.744193,9.900000
0.885527,-12.864383,0.849974,-8.347140,9.950000
0.862396,-13.251873,-1.676528,-7.236844,10.000000
0.727216,-13.587091,-3.623813,-6.099203,10.050000
0.512474,-13.850689,-4.835692,-4.325743,10.100000
0.255936,-14.008933,-5.330000,-1.928035,10.150000
-0.014605,-14.038992,-5.477148,0.747614,10.200000
-0.295007,-13.932175,-5.820913,3.569659,10.250000
-0.609703,-13.673115,-6.893691,6.873422,10.300000
-0.965239,-13.279688,-6.715587,7.967842,10.350000
-1.234421,-12.940592,-4.074667,5.670478,10.400000
-1.385693,-12.688600,-2.065339,4.595470,10.450000
-1.445457,-12.469182,-0.346798,4.252861,10.500000
-1.421422,-12.260209,1.298414,4.101225,10.550000
-1.317268,-12.062962,2.839870,3.718142,10.600000
-1.141503,-11.898145,4.140882,2.758971,10.650000
-0.908427,-11.799609,5.139991,1.058449,10.700000
-0.629413,-11.804479,6.043397,-1.377956,10.750000
-0.295545,-11.952959,7.493053,-4.792610,10.800000
0.145348,-12.311913,9.946270,-9.155825,10.850000
0.596070,-12.707800,7.482957,-5.743174,10.900000
0.914074,-12.909810,5.456315,-2.650459,10.950000
1.153718,-12.993740,4.190053,-0.860186,11.000000
1.335396,-13.007887,3.080115,0.191902,11.050000
1.460974,-12.983362,1.931779,0.715314,11.100000
1.527488,-12.942168,0.720679,0.891781,11.150000
1.532586,-12.896404,-0.517822,0.935737,11.200000
1.475851,-12.846989,-1.749318,1.075813,11.250000
1.357707,-12.783440,-2.981776,1.539401,11.300000
1.175957,-12.683503,-4.327618,2.582861,11.350000
0.917229,-12.508211,-6.162123,4.668552,11.400000
0.540643,-12.188485,-8.834502,7.986478,11.450000
0.110084,-11.827321,-7.775471,5.491937,11.500000
-0.237505,-11.649956,-6.302568,1.785557,11.550000
-0.530772,-11.634815,-5.465651,-1.071993,11.600000
-0.782404,-11.747064,-4.546531,-3.308350,11.650000
-0.977944,-11.953697,-3.195697,-4.839274,11.700000
-1.094503,-12.220774,-1.404749,-5.775187,11.750000
-1.113041,-12.529029,0.718046,-6.594787,11.800000
-1.015171,-12.891961,3.307264,-8.129044,11.850000
-0.776343,-13.358922,5.863971,-10.133852,11.900000
-0.503420,-13.811817,4.698935,-7.524716,11.950000
-0.297103,-14.122390,3.708277,-5.059798,12.000000
-0.120802,-14.327251,3.431520,-3.179647,12.050000
0.052315,-14.441468,3.535384,-1.382207,12.100000
0.234899,-14.464240,3.767656,0.478762,12.150000
0.426751,-14.394221,3.860663,2.296880,12.200000
0.614426,-14.239109,3.566798,3.844434,12.250000
0.774604,-14.017375,2.751614,4.945071,12.300000
0.881192,-13.752143,1.439799,5.605818,12.350000
0.912641,-13.460004,-0.230040,6.085255,12.400000
0.853464,-13.138430,-2.199910,6.892090,12.450000
0.681740,-12.750340,-4.869250,8.983897,12.500000
0.343469,-12.198417,-8.071406,12.412275,12.550000
-0.002655,-11.665551,-5.325962,8.338240,12.600000
-0.219916,-11.321503,-3.589537,5.715045,12.650000
-0.375136,-11.078220,-2.707860,4.107843,12.700000
-0.496528,-10.905469,-2.186330,2.835409,12.750000
-0.596063,-10.792252,-1.805476,1.714964,12.800000
-0.677080,-10.731745,-1.427829,0.728630,12.850000
-0.737631,-10.717063,-0.980285,-0.120072,12.900000
-0.773735,-10.741984,-0.451924,-0.864050,12.950000
-0.781842,-10.802738,0.135336,-1.564307,13.000000
-0.759565,-10.898769,0.762073,-2.285363,13.050000
-0.704860,-11.032616,1.437545,-3.087273,13.100000
-0.614088,-11.210099,2.219893,-4.048931,13.150000
-0.478800,-11.442962,3.255317,-5.350799,13.200000
-0.278251,-11.759102,4.941052,-7.536261,13.250000
0.042907,-12.235648,8.020860,-11.724424,13.300000
0.420767,-12.797763,6.129082,-9.499499,13.350000
0.652526,-13.189070,3.408443,-6.569543,13.400000
0.777590,-13.480527,1.688949,-5.246894,13.450000
0.827150,-13.722896,0.334737,-4.498883,13.500000
0.814685,-13.932459,-0.796192,-3.881508,13.550000
0.751631,-14.109054,-1.681025,-3.150265,13.600000
0.651385,-14.243491,-2.280240,-2.184336,13.650000
0.528316,-14.323213,-2.600642,-0.966019,13.700000
0.394741,-14.336863,-2.719704,0.443779,13.750000
0.257252,-14.277257,-2.786641,1.950261,13.800000
0.113743,-14.140912,-2.995079,3.519845,13.850000
-0.048466,-13.921795,-3.583039,5.314817,13.900000
-0.257529,-13.596525,-4.960708,7.910235,13.950000
-0.556565,-13.114805,-6.537435,10.769266,14.000000
-0.822155,-12.632131,-3.724776,8.129639,14.050000
-0.942470,-12.275100,-1.228743,6.394062,14.100000
-0.953783,-11.979021,0.713699,5.512486,14.150000
-0.876615,-11.723220,2.313575,4.684345,14.200000
-0.729274,-11.517145,3.505284,3.476796,14.250000
-0.533675,-11.384268,4.252252,1.758602,14.300000
-0.308956,-11.348072,4.714514,-0.365516,14.350000
-0.061093,-11.425974,5.252726,-2.815210,14.400000
0.226567,-11.639790,6.406068,-5.888530,14.450000
0.586112,-12.017142,7.532620,-8.528420,14.500000
0.907368,-12.388979,5.066816,-6.005036,14.550000
1.105810,-12.639371,3.002463,-4.238689,14.600000
1.215425,-12.828283,1.427218,-3.420869,14.650000
1.251055,-12.987738,0.014506,-2.989678,14.700000
1.218325,-13.127797,-1.306762,-2.594272,14.750000
1.122553,-13.243171,-2.497466,-1.962999,14.800000
0.971562,-13.316917,-3.513852,-0.906465,14.850000
0.773285,-13.325185,-4.412384,0.666281,14.900000
0.528205,-13.240152,-5.453975,2.861732,14.950000
0.215430,-13.020943,-7.255958,6.157328,15.000000
-0.203284,-12.622235,-8.801929,8.733326,15.050000
-0.581584,-12.272649,-6.213645,5.043946,15.100000
-0.846528,-12.088242,-4.537224,2.565902,15.150000
-1.043502,-12.000468,-3.382625,1.061138,15.200000
-1.186290,-11.972967,-2.329642,0.115056,15.250000
-1.275791,-11.982651,-1.241208,-0.452590,15.300000
-1.309540,-12.014672,-0.102312,-0.808400,15.350000
-1.285642,-12.063151,1.059983,-1.144359,15.400000
-1.203398,-12.132194,2.233918,-1.665863,15.450000
-1.061108,-12.236527,3.483881,-2.599090,15.500000
-0.849816,-12.404632,5.064620,-4.303777,15.550000
-0.538826,-12.691861,7.529394,-7.403276,15.600000
-0.131550,-13.092684,7.990713,-7.480323,15.650000
0.216480,-13.369886,6.061056,-3.725665,15.700000
0.491348,-13.484921,5.035026,-1.015223,15.750000
0.724233,-13.481280,4.282950,1.074296,15.800000
0.917048,-13.386187,3.386690,2.639134,15.850000
1.057776,-13.226432,2.192079,3.668567,15.900000
1.131734,-13.026012,0.729055,4.306080,15.950000
1.127479,-12.796971,-0.931707,4.881780,16.000000
1.034171,-12.530628,-2.871702,5.904654,16.050000
0.829008,-12.185976,-5.451888,8.101224,16.100000
0.510556,-11.744664,-6.610481,8.648427,16.150000
0.219152,-11.392804,-5.074877,5.426001,16.200000
-0.012869,-11.185892,-4.330073,2.961459,16.250000
-0.221707,-11.090948,-4.067897,0.866668,16.300000
-0.421094,-11.097098,-3.895095,-1.086824,16.350000
-0.607539,-11.195748,-3.506283,-2.804672,16.400000
-0.764676,-11.370719,-2.703170,-4.119243,16.450000
-0.870290,-11.600375,-1.453365,-5.008379,16.500000
-0.904042,-11.868082,0.155813,-5.700725,16.550000
-0.849200,-12.175113,2.111098,-6.690865,16.600000
-0.681120,-12.557239,4.797811,-8.914561,16.650000
-0.363739,-13.083595,7.129303,-11.196884,16.700000
-0.062298,-13.556428,4.769055,-7.526567,16.750000
0.136668,-13.867526,3.369475,-5.134049,16.800000
0.286153,-14.081782,2.688230,-3.504029,16.850000
0.410755,-14.221669,2.330222,-2.114047,16.900000
0.521072,-14.294864,2.088230,-0.830368,16.950000
0.619011,-14.306655,1.814655,0.335799,17.000000
0.700404,-14.263862,1.415769,1.349101,17.050000
0.757835,-14.174371,0.853555,2.206797,17.100000
0.782989,-14.045156,0.125882,2.948199,17.150000
0.767824,-13.880101,-0.758428,3.659582,17.200000
0.704349,-13.677207,-1.814435,4.495610,17.250000
0.581699,-13.423870,-3.163704,5.747718,17.300000
0.375980,-13.084332,-5.269840,8.139785,17.350000
0.030046,-12.572155,-8.150641,11.838509,17.400000
-0.321069,-12.054734,-5.349700,8.157312,17.450000
-0.530785,-11.717317,-3.253898,5.652308,17.500000
-0.658947,-11.471339,-1.950366,4.298606,17.550000
-0.730812,-11.280745,-0.959700,3.365924,17.600000
-0.757690,-11.132539,-0.139376,2.571350,17.650000
-0.746992,-11.023705,0.545420,1.773746,17.700000
-0.705315,-10.956559,1.100598,0.894338,17.750000
-0.638920,-10.936309,1.538155,-0.105566,17.800000
-0.552786,-10.969235,1.900991,-1.231429,17.850000
-0.448593,-11.061367,2.279934,-2.473623,17.900000
-0.322171,-11.219068,2.819631,-3.871045,17.950000
-0.160157,-11.454510,3.759128,-5.651244,18.000000
0.068775,-11.802151,5.612803,-8.535872,18.050000
0.405995,-12.316307,7.091844,-11.013758,18.100000
0.686244,-12.786780,3.989386,-7.704929,18.150000
0.826033,-13.122123,1.750193,-5.953968,18.200000
0.869875,-13.396044,0.061943,-5.077534,18.250000
0.837020,-13.632592,-1.327875,-4.377414,18.300000
0.742469,-13.830454,-2.394522,-3.486561,18.350000
0.603937,-13.975224,-3.084471,-2.243540,18.400000
0.439658,-14.049242,-3.442861,-0.672296,18.450000
0.262406,-14.039087,-3.640205,1.102808,18.500000
0.074083,-13.936754,-3.933990,3.021068,18.550000
-0.138162,-13.731468,-4.667201,5.292163,18.600000
-0.407870,-13.391544,-6.230238,8.419531,18.650000
-0.725657,-12.939125,-5.782187,8.740743,18.700000
-0.945498,-12.567305,-3.091261,6.300545,18.750000
-1.047671,-12.286311,-1.083488,5.093815,18.800000
-1.059213,-12.049461,0.582328,4.416015,18.850000
-0.993096,-11.845086,2.021858,3.724268,18.900000
-0.861750,-11.682938,3.180004,2.687419,18.950000
-0.680360,-11.584559,4.030474,1.166704,19.000000
-0.461728,-11.574012,4.709574,-0.818767,19.050000
-0.206534,-11.674594,5.574268,-3.312740,19.100000
0.109228,-11.921250,7.222710,-6.731548,19.150000
0.501021,-12.320141,7.725056,-8.147069,19.200000
0.821751,-12.648689,5.132792,-5.036603,19.250000
1.031597,-12.850540,3.379452,-3.242397,19.300000
1.166224,-12.986629,2.041378,-2.297944,19.350000
1.237561,-13.087053,0.821799,-1.763909,19.400000
1.249037,-13.165518,-0.356264,-1.381331,19.450000
1.202804,-13.224094,-1.481464,-0.934524,19.500000
1.102294,-13.254774,-2.524536,-0.238238,19.550000
0.951510,-13.241369,-3.503561,0.849654,19.600000
0.750764,-13.161033,-4.564236,2.471435,19.650000
0.487164,-12.979658,-6.125107,4.997081,19.700000
0.118284,-12.634909,-8.571466,8.662611,19.750000
-0.288856,-12.234572,-7.063365,6.379482,19.800000
-0.588974,-12.000440,-5.134711,3.242094,19.850000
-0.814986,-11.891496,-3.976095,1.250226,19.900000
-0.989636,-11.865334,-3.016717,-0.119243,19.950000
