theta1,theta2,omega1,omega2,t
0.803645,1.405134,-4.702971,-2.976498,0.265625
0.788949,1.395652,-4.702023,-3.092066,0.268750
0.774260,1.385806,-4.698995,-3.209460,0.271875
0.759583,1.375591,-4.693851,-3.328627,0.275000
0.744926,1.365001,-4.686557,-3.449515,0.278125
0.730294,1.354030,-4.677075,-3.572068,0.281250
0.715696,1.342674,-4.665370,-3.696232,0.284375
0.701138,1.330927,-4.651403,-3.821951,0.287500
0.686627,1.318785,-4.635138,-3.949170,0.290625
0.672171,1.306243,-4.616538,-4.077833,0.293750
0.657776,1.293297,-4.595567,-4.207883,0.296875
0.643451,1.279942,-4.572188,-4.339265,0.300000
0.629203,1.266175,-4.546368,-4.471922,0.303125
0.615039,1.251992,-4.518073,-4.605799,0.306250
0.600967,1.237388,-4.487273,-4.740839,0.309375
0.586996,1.222360,-4.453936,-4.876988,0.312500
0.573133,1.206906,-4.418038,-5.014189,0.315625
0.559386,1.191020,-4.379555,-5.152388,0.318750
0.545763,1.174702,-4.338465,-5.291530,0.321875
0.532273,1.157947,-4.294755,-5.431559,0.325000
0.518924,1.140754,-4.248412,-5.572420,0.328125
0.505724,1.123119,-4.199429,-5.714058,0.331250
0.492680,1.105040,-4.147809,-5.856416,0.334375
0.479802,1.086516,-4.093556,-5.999438,0.337500
0.467098,1.067543,-4.036686,-6.143062,0.340625
0.454576,1.048121,-3.977222,-6.287229,0.343750
0.442243,1.028248,-3.915195,-6.431873,0.346875
0.430109,1.007921,-3.850651,-6.576925,0.350000
0.418179,0.987141,-3.783643,-6.722311,0.353125
0.406463,0.965907,-3.714241,-6.867949,0.356250
0.394968,0.944217,-3.642529,-7.013750,0.359375
0.383700,0.922071,-3.568607,-7.159614,0.362500
0.372666,0.899469,-3.492593,-7.305428,0.365625
0.361873,0.876412,-3.414628,-7.451064,0.368750
0.351327,0.852900,-3.334873,-7.596376,0.371875
0.341032,0.828935,-3.253517,-7.741199,0.375000
0.330993,0.804518,-3.170775,-7.885341,0.378125
0.321216,0.779653,-3.086893,-8.028582,0.381250
0.311701,0.754341,-3.002151,-8.170671,0.384375
0.302453,0.728587,-2.916863,-8.311320,0.387500
0.293471,0.702397,-2.831382,-8.450202,0.390625
0.284756,0.675776,-2.746105,-8.586944,0.393750
0.276307,0.648731,-2.661468,-8.721126,0.396875
0.268121,0.621272,-2.577954,-8.852277,0.400000
0.260193,0.593408,-2.496087,-8.979875,0.403125
0.252518,0.565152,-2.416439,-9.103344,0.406250
0.245088,0.536517,-2.339619,-9.222055,0.409375
0.237892,0.507520,-2.266276,-9.335333,0.412500
0.230919,0.478178,-2.197088,-9.442460,0.415625
0.224155,0.448512,-2.132754,-9.542687,0.418750
0.217584,0.418544,-2.073984,-9.635243,0.421875
0.211186,0.388300,-2.021483,-9.719354,0.425000
0.204942,0.357808,-1.975939,-9.794259,0.428125
0.198829,0.327097,-1.937998,-9.859235,0.431250
0.192821,0.296199,-1.908253,-9.913614,0.434375
0.186893,0.265148,-1.887220,-9.956809,0.437500
0.181016,0.233981,-1.875323,-9.988332,0.440625
0.175162,0.202734,-1.872876,-10.007820,0.443750
0.169301,0.171445,-1.880075,-10.015039,0.446875
0.163402,0.140152,-1.896988,-10.009901,0.450000
0.157435,0.108896,-1.923554,-9.992463,0.453125
0.151370,0.077712,-1.959583,-9.962923,0.456250
0.145178,0.046640,-2.004767,-9.921614,0.459375
0.138831,0.015714,-2.058691,-9.868984,0.462500
0.132302,-0.015030,-2.120849,-9.805582,0.465625
0.125567,-0.045560,-2.190658,-9.732034,0.468750
0.118603,-0.075846,-2.267482,-9.649019,0.471875
0.111389,-0.105858,-2.350646,-9.557253,0.475000
0.103906,-0.135570,-2.439458,-9.457461,0.478125
0.096137,-0.164959,-2.533219,-9.350365,0.481250
0.088069,-0.194003,-2.631240,-9.236665,0.484375
0.079688,-0.222682,-2.732853,-9.117032,0.487500
0.070986,-0.250979,-2.837419,-8.992092,0.490625
0.061952,-0.278878,-2.944334,-8.862428,0.493750
0.052582,-0.306365,-3.053032,-8.728573,0.496875
0.042869,-0.333428,-3.162992,-8.591008,0.500000
0.032812,-0.360055,-3.273732,-8.450165,0.503125
0.022408,-0.386238,-3.384813,-8.306429,0.506250
0.011657,-0.411968,-3.495839,-8.160141,0.509375
0.000560,-0.437237,-3.606452,-8.011600,0.512500
-0.010883,-0.462038,-3.716329,-7.861068,0.515625
-0.022666,-0.486366,-3.825186,-7.708777,0.518750
-0.034789,-0.510216,-3.932769,-7.554928,0.521875
-0.047245,-0.533583,-4.038852,-7.399697,0.525000
-0.060030,-0.556463,-4.143238,-7.243243,0.528125
-0.073138,-0.578852,-4.245756,-7.085704,0.531250
-0.086564,-0.600748,-4.346254,-6.927204,0.534375
-0.100300,-0.622147,-4.444605,-6.767859,0.537500
-0.114340,-0.643046,-4.540696,-6.607772,0.540625
-0.128677,-0.663444,-4.634433,-6.447044,0.543750
-0.143303,-0.683340,-4.725737,-6.285767,0.546875
-0.158210,-0.702730,-4.814542,-6.124032,0.550000
-0.173391,-0.721614,-4.900795,-5.961930,0.553125
-0.188837,-0.739992,-4.984453,-5.799550,0.556250
-0.204541,-0.757861,-5.065483,-5.636981,0.559375
-0.220494,-0.775223,-5.143860,-5.474317,0.562500
-0.236687,-0.792076,-5.219567,-5.311651,0.565625
-0.253113,-0.808421,-5.292594,-5.149081,0.568750
-0.269763,-0.824258,-5.362935,-4.986708,0.571875
-0.286629,-0.839588,-5.430590,-4.824637,0.575000
-0.303702,-0.854412,-5.495563,-4.662979,0.578125
-0.320973,-0.868732,-5.557860,-4.501847,0.581250
-0.338435,-0.882550,-5.617489,-4.341362,0.584375
-0.356080,-0.895866,-5.674459,-4.181648,0.587500
-0.373898,-0.908686,-5.728780,-4.022835,0.590625
-0.391882,-0.921010,-5.780463,-3.865060,0.593750
-0.410023,-0.932844,-5.829516,-3.708465,0.596875
-0.428314,-0.944190,-5.875945,-3.553197,0.600000
-0.446745,-0.955053,-5.919755,-3.399412,0.603125
-0.465309,-0.965438,-5.960947,-3.247268,0.606250
-0.483998,-0.975350,-5.999518,-3.096934,0.609375
-0.502804,-0.984796,-6.035461,-2.948582,0.612500
-0.521717,-0.993781,-6.068763,-2.802393,0.615625
-0.540731,-1.002313,-6.099407,-2.658551,0.618750
-0.559836,-1.010399,-6.127368,-2.517250,0.621875
-0.579024,-1.018049,-6.152617,-2.378687,0.625000
-0.598287,-1.025269,-6.175116,-2.243067,0.628125
-0.617615,-1.032071,-6.194823,-2.110597,0.631250
-0.637001,-1.038464,-6.211688,-1.981490,0.634375
-0.656435,-1.044459,-6.225655,-1.855964,0.637500
-0.675909,-1.050068,-6.236663,-1.734236,0.640625
-0.695411,-1.055302,-6.244644,-1.616525,0.643750
-0.714934,-1.060175,-6.249528,-1.503050,0.646875
-0.734468,-1.064701,-6.251240,-1.394026,0.650000
-0.754001,-1.068893,-6.249704,-1.289664,0.653125
-0.773525,-1.072766,-6.244843,-1.190167,0.656250
-0.793028,-1.076337,-6.236581,-1.095728,0.659375
-0.812500,-1.079620,-6.224845,-1.006528,0.662500
-0.831930,-1.082633,-6.209568,-0.922729,0.665625
-0.851306,-1.085393,-6.190690,-0.844478,0.668750
-0.870618,-1.087917,-6.168158,-0.771897,0.671875
-0.889853,-1.090223,-6.141933,-0.705084,0.675000
-0.909001,-1.092330,-6.111989,-0.644109,0.678125
-0.928049,-1.094255,-6.078314,-0.589013,0.681250
-0.946986,-1.096017,-6.040912,-0.539802,0.684375
-0.965801,-1.097635,-5.999808,-0.496453,0.687500
-0.984481,-1.099126,-5.955041,-0.458904,0.690625
-1.003016,-1.100509,-5.906675,-0.427061,0.693750
-1.021394,-1.101801,-5.854787,-0.400798,0.696875
-1.039605,-1.103020,-5.799476,-0.379952,0.700000
-1.057638,-1.104181,-5.740858,-0.364334,0.703125
-1.075482,-1.105302,-5.679065,-0.353723,0.706250
-1.093129,-1.106397,-5.614244,-0.347875,0.709375
-1.110568,-1.107481,-5.546553,-0.346525,0.712500
-1.127792,-1.108567,-5.476163,-0.349388,0.715625
-1.144792,-1.109669,-5.403251,-0.356167,0.718750
-1.161560,-1.110797,-5.328000,-0.366554,0.721875
-1.178089,-1.111963,-5.250596,-0.380237,0.725000
-1.194374,-1.113177,-5.171228,-0.396899,0.728125
-1.210408,-1.114447,-5.090081,-0.416227,0.731250
-1.226185,-1.115781,-5.007339,-0.437911,0.734375
-1.241702,-1.117186,-4.923182,-0.461650,0.737500
-1.256954,-1.118668,-4.837781,-0.487152,0.740625
-1.271937,-1.120232,-4.751302,-0.514135,0.743750
-1.286649,-1.121882,-4.663903,-0.542335,0.746875
-1.301086,-1.123622,-4.575731,-0.571500,0.750000
-1.315246,-1.125455,-4.486925,-0.601393,0.753125
-1.329128,-1.127382,-4.397615,-0.631795,0.756250
-1.342731,-1.129404,-4.307919,-0.662502,0.759375
-1.356053,-1.131522,-4.217948,-0.693329,0.762500
-1.369093,-1.133737,-4.127802,-0.724103,0.765625
-1.381851,-1.136048,-4.037572,-0.754672,0.768750
-1.394328,-1.138454,-3.947339,-0.784894,0.771875
-1.406522,-1.140953,-3.857177,-0.814646,0.775000
-1.418435,-1.143544,-3.767152,-0.843817,0.778125
-1.430067,-1.146226,-3.677322,-0.872309,0.781250
-1.441419,-1.148996,-3.587738,-0.900037,0.784375
-1.452491,-1.151850,-3.498445,-0.926928,0.787500
-1.463284,-1.154788,-3.409482,-0.952918,0.790625
-1.473800,-1.157805,-3.320881,-0.977955,0.793750
-1.484040,-1.160899,-3.232671,-1.001995,0.796875
-1.494005,-1.164067,-3.144875,-1.025004,0.800000
-1.503696,-1.167304,-3.057513,-1.046953,0.803125
-1.513115,-1.170609,-2.970600,-1.067823,0.806250
-1.522263,-1.173977,-2.884149,-1.087600,0.809375
-1.531141,-1.177405,-2.798167,-1.106277,0.812500
-1.539752,-1.180890,-2.712662,-1.123850,0.815625
-1.548096,-1.184428,-2.627637,-1.140322,0.818750
-1.556175,-1.188016,-2.543093,-1.155699,0.821875
-1.563991,-1.191650,-2.459029,-1.169994,0.825000
-1.571545,-1.195327,-2.375443,-1.183219,0.828125
-1.578838,-1.199044,-2.292331,-1.195393,0.831250
-1.585872,-1.202798,-2.209685,-1.206535,0.834375
-1.592649,-1.206584,-2.127500,-1.216669,0.837500
-1.599170,-1.210401,-2.045767,-1.225820,0.840625
-1.605435,-1.214244,-1.964476,-1.234015,0.843750
-1.611448,-1.218112,-1.883617,-1.241283,0.846875
-1.617208,-1.222002,-1.803178,-1.247655,0.850000
-1.622718,-1.225909,-1.723146,-1.253164,0.853125
-1.627979,-1.229833,-1.643510,-1.257841,0.856250
-1.632991,-1.233770,-1.564255,-1.261722,0.859375
-1.637756,-1.237718,-1.485367,-1.264843,0.862500
-1.642274,-1.241674,-1.406830,-1.267239,0.865625
-1.646549,-1.245637,-1.328631,-1.268947,0.868750
-1.650579,-1.249605,-1.250752,-1.270005,0.871875
-1.654366,-1.253574,-1.173178,-1.270451,0.875000
-1.657911,-1.257544,-1.095891,-1.270324,0.878125
-1.661216,-1.261513,-1.018876,-1.269661,0.881250
-1.664280,-1.265479,-0.942114,-1.268504,0.884375
-1.667104,-1.269441,-0.865589,-1.266889,0.887500
-1.669690,-1.273397,-0.789282,-1.264858,0.890625
-1.672037,-1.277346,-0.713175,-1.262449,0.893750
-1.674147,-1.281287,-0.637250,-1.259702,0.896875
-1.676020,-1.285219,-0.561489,-1.256656,0.900000
-1.677657,-1.289141,-0.485873,-1.253351,0.903125
-1.679057,-1.293052,-0.410383,-1.249825,0.906250
-1.680222,-1.296952,-0.335001,-1.246118,0.909375
-1.681151,-1.300840,-0.259708,-1.242267,0.912500
-1.681845,-1.304716,-0.184485,-1.238312,0.915625
-1.682304,-1.308579,-0.109314,-1.234290,0.918750
-1.682528,-1.312430,-0.034176,-1.230239,0.921875
-1.682518,-1.316268,0.040949,-1.226195,0.925000
-1.682272,-1.320094,0.116078,-1.222194,0.928125
-1.681792,-1.323907,0.191229,-1.218272,0.931250
-1.681077,-1.327708,0.266421,-1.214464,0.934375
-1.680127,-1.331498,0.341671,-1.210803,0.937500
-1.678942,-1.335276,0.416997,-1.207323,0.940625
-1.677521,-1.339044,0.492415,-1.204054,0.943750
-1.675864,-1.342802,0.567942,-1.201029,0.946875
-1.673971,-1.346550,0.643595,-1.198275,0.950000
-1.671841,-1.350291,0.719387,-1.195821,0.953125
-1.669475,-1.354025,0.795333,-1.193693,0.956250
-1.666870,-1.357752,0.871448,-1.191915,0.959375
-1.664028,-1.361475,0.947743,-1.190510,0.962500
-1.660947,-1.365193,1.024230,-1.189498,0.965625
-1.657626,-1.368909,1.100919,-1.188897,0.968750
-1.654066,-1.372624,1.177820,-1.188722,0.971875
-1.650265,-1.376339,1.254939,-1.188985,0.975000
-1.646222,-1.380056,1.332282,-1.189696,0.978125
-1.641938,-1.383775,1.409853,-1.190861,0.981250
-1.637410,-1.387499,1.487654,-1.192482,0.984375
-1.632640,-1.391229,1.565684,-1.194558,0.987500
-1.627625,-1.394966,1.643942,-1.197083,0.990625
-1.622365,-1.398711,1.722420,-1.200046,0.993750
-1.616859,-1.402466,1.801112,-1.203431,0.996875
-1.611108,-1.406233,1.880006,-1.207218,1.000000
-1.605109,-1.410012,1.959087,-1.211381,1.003125
-1.598863,-1.413804,2.038337,-1.215886,1.006250
-1.592369,-1.417612,2.117734,-1.220696,1.009375
-1.585627,-1.421434,2.197254,-1.225763,1.012500
-1.578636,-1.425273,2.276865,-1.231036,1.015625
-1.571397,-1.429128,2.356535,-1.236454,1.018750
-1.563908,-1.433001,2.436224,-1.241949,1.021875
-1.556170,-1.436890,2.515889,-1.247447,1.025000
-1.548184,-1.440797,2.595483,-1.252863,1.028125
-1.539949,-1.444721,2.674953,-1.258106,1.031250
-1.531465,-1.448660,2.754243,-1.263076,1.034375
-1.522735,-1.452614,2.833289,-1.267665,1.037500
-1.513758,-1.456582,2.912026,-1.271757,1.040625
-1.504535,-1.460562,2.990383,-1.275230,1.043750
-1.495068,-1.464552,3.068286,-1.277953,1.046875
-1.485359,-1.468549,3.145656,-1.279789,1.050000
-1.475409,-1.472549,3.222411,-1.280595,1.053125
-1.465219,-1.476551,3.298468,-1.280223,1.056250
-1.454794,-1.480549,3.373740,-1.278520,1.059375
-1.444135,-1.484540,3.448140,-1.275333,1.062500
-1.433244,-1.488519,3.521580,-1.270503,1.065625
-1.422126,-1.492479,3.593971,-1.263872,1.068750
-1.410783,-1.496416,3.665226,-1.255284,1.071875
-1.399219,-1.500322,3.735261,-1.244582,1.075000
-1.387439,-1.504192,3.803993,-1.231617,1.078125
-1.375446,-1.508017,3.871344,-1.216240,1.081250
-1.363245,-1.511791,3.937240,-1.198312,1.084375
-1.350840,-1.515504,4.001612,-1.177699,1.087500
-1.338236,-1.519149,4.064398,-1.154277,1.090625
-1.325439,-1.522715,4.125541,-1.127933,1.093750
-1.312453,-1.526195,4.184993,-1.098561,1.096875
-1.299284,-1.529578,4.242710,-1.066071,1.100000
-1.285938,-1.532855,4.298660,-1.030381,1.103125
-1.272420,-1.536014,4.352814,-0.991424,1.106250
-1.258735,-1.539047,4.405155,-0.949144,1.109375
-1.244889,-1.541943,4.455669,-0.903497,1.112500
-1.230889,-1.544691,4.504352,-0.854452,1.115625
-1.216739,-1.547280,4.551205,-0.801989,1.118750
-1.202446,-1.549700,4.596234,-0.746101,1.121875
-1.188015,-1.551939,4.639453,-0.686788,1.125000
-1.173451,-1.553989,4.680879,-0.624062,1.128125
-1.158761,-1.555836,4.720531,-0.557945,1.131250
-1.143950,-1.557472,4.758434,-0.488463,1.134375
-1.129022,-1.558886,4.794614,-0.415653,1.137500
-1.113985,-1.560067,4.829098,-0.339557,1.140625
-1.098842,-1.561005,4.861914,-0.260221,1.143750
-1.083600,-1.561690,4.893090,-0.177697,1.146875
-1.068262,-1.562112,4.922654,-0.092040,1.150000
-1.052835,-1.562262,4.950631,-0.003308,1.153125
-1.037322,-1.562129,4.977047,0.088437,1.156250
-1.021730,-1.561706,5.001923,0.183134,1.159375
-1.006062,-1.560982,5.025279,0.280719,1.162500
-0.990323,-1.559948,5.047129,0.381127,1.165625
-0.974519,-1.558597,5.067488,0.484292,1.168750
-0.958653,-1.556919,5.086362,0.590150,1.171875
-0.942731,-1.554906,5.103757,0.698635,1.175000
-0.926756,-1.552550,5.119674,0.809682,1.178125
-0.910734,-1.549843,5.134107,0.923225,1.181250
-0.894670,-1.546777,5.147050,1.039199,1.184375
-0.878567,-1.543345,5.158488,1.157540,1.187500
-0.862431,-1.539540,5.168404,1.278184,1.190625
-0.846266,-1.535354,5.176777,1.401067,1.193750
-0.830077,-1.530781,5.183581,1.526125,1.196875
-0.813870,-1.525814,5.188785,1.653295,1.200000
-0.797649,-1.520446,5.192354,1.782512,1.203125
-0.781420,-1.514671,5.194249,1.913715,1.206250
-0.765187,-1.508483,5.194428,2.046839,1.209375
-0.748956,-1.501876,5.192843,2.181821,1.212500
-0.732734,-1.494845,5.189446,2.318597,1.215625
-0.716524,-1.487383,5.184181,2.457105,1.218750
-0.700334,-1.479486,5.176992,2.597279,1.221875
-0.684170,-1.471149,5.167820,2.739056,1.225000
-0.668038,-1.462366,5.156601,2.882372,1.228125
-0.651944,-1.453132,5.143271,3.027163,1.231250
-0.635895,-1.443444,5.127762,3.173364,1.234375
-0.619897,-1.433297,5.110004,3.320911,1.237500
-0.603959,-1.422687,5.089927,3.469741,1.240625
-0.588088,-1.411610,5.067458,3.619789,1.243750
-0.572290,-1.400062,5.042523,3.770994,1.246875
-0.556575,-1.388040,5.015048,3.923293,1.250000
-0.540949,-1.375541,4.984958,4.076624,1.253125
-0.525422,-1.362560,4.952178,4.230930,1.256250
-0.510001,-1.349096,4.916633,4.386151,1.259375
-0.494696,-1.335146,4.878249,4.542231,1.262500
-0.479515,-1.320707,4.836951,4.699118,1.265625
-0.464468,-1.305776,4.792668,4.856760,1.268750
-0.449564,-1.290351,4.745328,5.015109,1.271875
-0.434813,-1.274431,4.694863,5.174121,1.275000
-0.420224,-1.258012,4.641207,5.333755,1.278125
-0.405809,-1.241094,4.584294,5.493975,1.281250
-0.391576,-1.223674,4.524065,5.654748,1.284375
-0.377537,-1.205751,4.460462,5.816049,1.287500
-0.363702,-1.187323,4.393431,5.977856,1.290625
-0.350081,-1.168389,4.322924,6.140151,1.293750
-0.336687,-1.148947,4.248897,6.302925,1.296875
-0.323529,-1.128995,4.171311,6.466173,1.300000
-0.310620,-1.108533,4.090133,6.629896,1.303125
-0.297970,-1.087558,4.005339,6.794100,1.306250
-0.285590,-1.066069,3.916909,6.958797,1.309375
-0.273493,-1.044065,3.824834,7.124005,1.312500
-0.261689,-1.021544,3.729114,7.289743,1.315625
-0.250190,-0.998504,3.629760,7.456037,1.318750
-0.239007,-0.974943,3.526794,7.622912,1.321875
-0.228151,-0.950860,3.420254,7.790394,1.325000
-0.217634,-0.926252,3.310193,7.958506,1.328125
-0.207466,-0.901118,3.196682,8.127266,1.331250
-0.197658,-0.875456,3.079815,8.296685,1.334375
-0.188221,-0.849263,2.959710,8.466757,1.337500
-0.179163,-0.822538,2.836515,8.637461,1.340625
-0.170495,-0.795279,2.710412,8.808750,1.343750
-0.162226,-0.767483,2.581623,8.980543,1.346875
-0.154363,-0.739150,2.450415,9.152720,1.350000
-0.146913,-0.710278,2.317113,9.325105,1.353125
-0.139883,-0.680868,2.182101,9.497463,1.356250
-0.133276,-0.650920,2.045838,9.669477,1.359375
-0.127097,-0.620435,1.908864,9.840739,1.362500
-0.121346,-0.589416,1.771814,10.010735,1.365625
-0.116022,-0.557870,1.635425,10.178826,1.368750
-0.111123,-0.525801,1.500550,10.344231,1.371875
-0.106641,-0.493222,1.368160,10.506021,1.375000
-0.102568,-0.460144,1.239356,10.663100,1.378125
-0.098890,-0.426584,1.115362,10.814212,1.381250
-0.095591,-0.392563,0.997519,10.957936,1.384375
-0.092648,-0.358106,0.887269,11.092710,1.387500
-0.090036,-0.323244,0.786128,11.216861,1.390625
-0.087723,-0.288013,0.695644,11.328647,1.393750
-0.085675,-0.252455,0.617346,11.426326,1.396875
-0.083851,-0.216615,0.552684,11.508226,1.400000
-0.082205,-0.180546,0.502958,11.572833,1.403125
-0.080691,-0.144304,0.469251,11.618878,1.406250
-0.079255,-0.107949,0.452365,11.645414,1.409375
-0.077845,-0.071542,0.452772,11.651882,1.412500
-0.076407,-0.035146,0.470580,11.638151,1.415625
-0.074886,0.001176,0.505531,11.604522,1.418750
-0.073230,0.037363,0.557015,11.551709,1.421875
-0.071389,0.073355,0.624110,11.480788,1.425000
-0.069315,0.109100,0.705641,11.393124,1.428125
-0.066965,0.144547,0.800245,11.290284,1.431250
-0.064301,0.179650,0.906440,11.173958,1.434375
-0.061289,0.214372,1.022690,11.045870,1.437500
-0.057900,0.248677,1.147467,10.907711,1.440625
-0.054110,0.282536,1.279289,10.761083,1.443750
-0.049899,0.315926,1.416763,10.607463,1.446875
-0.045251,0.348827,1.558602,10.448173,1.450000
-0.040154,0.381222,1.703639,10.284375,1.453125
-0.034601,0.413100,1.850832,10.117065,1.456250
-0.028585,0.444451,1.999261,9.947081,1.459375
-0.022105,0.475268,2.148125,9.775118,1.462500
-0.015160,0.505544,2.296729,9.601735,1.465625
-0.007751,0.535278,2.444477,9.427380,1.468750
0.000117,0.564465,2.590861,9.252398,1.471875
0.008440,0.593105,2.735450,9.077050,1.475000
0.017211,0.621196,2.877881,8.901528,1.478125
0.026424,0.648739,3.017847,8.725966,1.481250
0.036070,0.675734,3.155095,8.550452,1.484375
0.046140,0.702180,3.289414,8.375038,1.487500
0.056625,0.728078,3.420629,8.199749,1.490625
0.067516,0.753428,3.548598,8.024589,1.493750
0.078801,0.778231,3.673209,7.849545,1.496875
0.090470,0.802488,3.794369,7.674599,1.500000
0.102512,0.826198,3.912011,7.499723,1.503125
0.114916,0.849361,4.026082,7.324889,1.506250
0.127671,0.871978,4.136547,7.150068,1.509375
0.140766,0.894049,4.243385,6.975235,1.512500
0.154188,0.915574,4.346585,6.800368,1.515625
0.167928,0.936551,4.446152,6.625448,1.518750
0.181973,0.956983,4.542095,6.450466,1.521875
0.196312,0.976867,4.634437,6.275416,1.525000
0.210935,0.996204,4.723207,6.100301,1.528125
0.225829,1.014994,4.808441,5.925130,1.531250
0.240984,1.033236,4.890182,5.749920,1.534375
0.256389,1.050931,4.968480,5.574694,1.537500
0.272033,1.068078,5.043391,5.399484,1.540625
0.287907,1.084677,5.114974,5.224326,1.543750
0.303998,1.100730,5.183293,5.049264,1.546875
0.320299,1.116235,5.248418,4.874348,1.550000
0.336798,1.131195,5.310419,4.699632,1.553125
0.353486,1.145608,5.369373,4.525178,1.556250
0.370353,1.159477,5.425355,4.351050,1.559375
0.387391,1.172803,5.478445,4.177319,1.562500
0.404591,1.185586,5.528723,4.004059,1.565625
0.421943,1.197829,5.576271,3.831348,1.568750
0.439440,1.209533,5.621170,3.659267,1.571875
0.457072,1.220700,5.663500,3.487902,1.575000
0.474834,1.231333,5.703342,3.317342,1.578125
0.492716,1.241434,5.740776,3.147679,1.581250
