theta1,theta2,omega1,omega2,t
1.570796,1.570796,0.000000,0.000000,0.000000
1.102937,1.534205,-4.233343,-1.135453,0.200000
0.316232,0.556671,-3.713514,-7.721656,0.400000
-0.697247,-0.614969,-4.799731,-5.969982,0.600000
-1.348978,-1.703255,-1.979595,-3.934940,0.800000
-1.383863,-2.341556,1.734337,-2.492201,1.000000
-0.648934,-2.455380,5.501868,2.746726,1.200000
0.265995,-0.911288,0.778340,12.970943,1.400000
0.333308,1.744129,6.409855,3.921870,1.600000
1.595727,1.427007,4.889262,-4.294364,1.800000
1.966211,0.659033,-0.958199,-3.988118,2.000000
1.141197,0.001437,-7.533901,-0.255697,2.200000
-0.159412,-0.500361,-39.625828,-20.436205,2.400000
-3095.240440,2710.475806,-146951346.536766,315343394.982924,2.600000
203684342137789186218773246578048761102046593158217728.000000,29147162157214172416382686280567471188867019291230208.000000,-169300756392789606290917863395046450771213244700060479265381610401462170343645699020220820014848256902168576.000000,-1239642903707318669111871567798691637211569665269311260007403667952757346898272860779256615161362943307677696.000000,2.800000
nan,nan,nan,nan,3.000000
nan,nan,nan,nan,3.200000
nan,nan,nan,nan,3.400000
nan,nan,nan,nan,3.600000
nan,nan,nan,nan,3.800000
nan,nan,nan,nan,4.000000
nan,nan,nan,nan,4.200000
nan,nan,nan,nan,4.400000
nan,nan,nan,nan,4.600000
nan,nan,nan,nan,4.800000
nan,nan,nan,nan,5.000000
nan,nan,nan,nan,5.200000
nan,nan,nan,nan,5.400000
nan,nan,nan,nan,5.600000
nan,nan,nan,nan,5.800000
nan,nan,nan,nan,6.000000
nan,nan,nan,nan,6.200000
nan,nan,nan,nan,6.400000
nan,nan,nan,nan,6.600000
nan,nan,nan,nan,6.800000
nan,nan,nan,nan,7.000000
nan,nan,nan,nan,7.200000
nan,nan,nan,nan,7.400000
nan,nan,nan,nan,7.600000
nan,nan,nan,nan,7.800000
nan,nan,nan,nan,8.000000
nan,nan,nan,nan,8.200000
nan,nan,nan,nan,8.400000
nan,nan,nan,nan,8.600000
nan,nan,nan,nan,8.800000
nan,nan,nan,nan,9.000000
nan,nan,nan,nan,9.200000
nan,nan,nan,nan,9.400000
nan,nan,nan,nan,9.600000
nan,nan,nan,nan,9.800000
nan,nan,nan,nan,10.000000
nan,nan,nan,nan,10.200000
nan,nan,nan,nan,10.400000
nan,nan,nan,nan,10.600000
nan,nan,nan,nan,10.800000
nan,nan,nan,nan,11.000000
nan,nan,nan,nan,11.200000
nan,nan,nan,nan,11.400000
nan,nan,nan,nan,11.600000
nan,nan,nan,nan,11.800000
nan,nan,nan,nan,12.000000
nan,nan,nan,nan,12.200000
nan,nan,nan,nan,12.400000
nan,nan,nan,nan,12.600000
nan,nan,nan,nan,12.800000
nan,nan,nan,nan,13.000000
nan,nan,nan,nan,13.200000
nan,nan,nan,nan,13.400000
nan,nan,nan,nan,13.600000
nan,nan,nan,nan,13.800000
nan,nan,nan,nan,14.000000
nan,nan,nan,nan,14.200000
nan,nan,nan,nan,14.400000
nan,nan,nan,nan,14.600000
nan,nan,nan,nan,14.800000
nan,nan,nan,nan,15.000000
nan,nan,nan,nan,15.200000
nan,nan,nan,nan,15.400000
nan,nan,nan,nan,15.600000
nan,nan,nan,nan,15.800000
nan,nan,nan,nan,16.000000
nan,nan,nan,nan,16.200000
nan,nan,nan,nan,16.400000
nan,nan,nan,nan,16.600000
nan,nan,nan,nan,16.800000
nan,nan,nan,nan,17.000000
nan,nan,nan,nan,17.200000
nan,nan,nan,nan,17.400000
nan,nan,nan,nan,17.600000
nan,nan,nan,nan,17.800000
nan,nan,nan,nan,18.000000
nan,nan,nan,nan,18.200000
nan,nan,nan,nan,18.400000
nan,nan,nan,nan,18.600000
nan,nan,nan,nan,18.800000
nan,nan,nan,nan,19.000000
nan,nan,nan,nan,19.200000
nan,nan,nan,nan,19.400000
nan,nan,nan,nan,19.600000
nan,nan,nan,nan,19.800000
